"","uniID","mean.visit.length","mean.fl.visits.per.visit","mean.un.visits.per.visit","PlantID","SecondaryID","Cam","treatment","flowering","Date","TimeOut","flowers.shrub","flowers.pot","het.shrub.blooming.neighbours","het.cactus.blooming.neighbours","understory.richness","het.annual.floral.density","understory.assoc","total.visits","Length","pos.Length","dec.Length","visits.per.hour","t.group","mean.fl.visits.per.hour","mean.un.visits.per.hour"
"98","LO64.19.2017",NA,NA,NA,"183","","LO6","open","pre","4.19.2017","12:02",0,15,1,0,3,0,"",0,"1:00:39",2018-03-09 01:00:39,1.01083333333333,0,"open pre",NA,NA
"99","LS14.19.2017",0.522430555555556,1,1,"114","","LS1","shrub","pre","4.19.2017","12:15",2,4,1,0,2,0,"",4,"1:20:17",2018-03-09 01:20:17,1.33805555555556,2.98941249740502,"shrub pre",0.747353124351256,0.747353124351256
"100","LS24.19.2017",0.0822685185185185,1,1,"274","","LS2","shrub","pre","4.19.2017","12:11",1,3,0,0,3,1,"",12,"1:34:05",2018-03-09 01:34:05,1.56805555555556,7.65279007971656,"shrub pre",0.637732506643047,0.637732506643047
"101","LS34.19.2017",0.0733333333333333,1,1,"281","","LS3","shrub","pre","4.19.2017","12:09",2,11,0,0,1,0,"",1,"0:56:58",2018-03-09 00:56:58,0.949444444444444,1.05324751316559,"shrub pre",1.05324751316559,1.05324751316559
"102","LS44.19.2017",0.0353703703703704,1,1,"198","","LS4","shrub","pre","4.19.2017","12:06",1,2,0,0,3,0,"ephedra",3,"0:57:07",2018-03-09 00:57:07,0.951944444444444,3.15144441202218,"shrub pre",1.05048147067406,1.05048147067406
"103","LS54.19.2017",0.435833333333333,1,1,"181","","LS5","shrub","pre","4.19.2017","12:04",3,3,1,0,3,0,"",4,"1:01:25",2018-03-09 01:01:25,1.02361111111111,3.90773405698779,"shrub pre",0.976933514246947,0.976933514246947
"104","LS64.19.2017",0.036025641025641,1,1,"183","","LS6","shrub","pre","4.19.2017","12:02",0,15,1,0,3,0,"",13,"1:07:39",2018-03-09 01:07:39,1.1275,11.529933481153,"shrub pre",0.886917960088692,0.886917960088692
"105","LO14.20.2017",NA,NA,NA,"104","","LO1","open","pre","4.20.2017","12:37",4,2,2,0,3,0,"",0,"1:36:11",2018-03-09 01:36:11,1.60305555555556,0,"open pre",NA,NA
"106","LO24.20.2017",1.37972222222222,1,1,"261","","LO2","open","pre","4.20.2017","12:33",1,3,2,0,2,0,"",2,"1:25:03",2018-03-09 01:25:03,1.4175,1.41093474426808,"open pre",0.705467372134039,0.705467372134039
"107","LO34.20.2017",0.00402777777777778,1,1,"301","","LO3","open","pre","4.20.2017","12:27",5,14,2,0,3,1,"",2,"1:02:54",2018-03-09 01:02:54,1.04833333333333,1.90779014308426,"open pre",0.95389507154213,0.95389507154213
"108","LO44.20.2017",NA,NA,NA,"285","","LO4","open","pre","4.20.2017","12:29",4,1,0,1,3,0,"",0,"1:10:30",2018-03-09 01:10:30,1.175,0,"open pre",NA,NA
"109","LO54.20.2017",0.04625,1,1,"302","","LO5","open","pre","4.20.2017","12:16",3,13,0,0,1,0,"",2,"1:15:10",2018-03-09 01:15:10,1.25277777777778,1.59645232815965,"open pre",0.798226164079823,0.798226164079823
"110","LO64.20.2017",0.108545751633987,1,1,"303","","LO6","open","pre","4.20.2017","12:24",2,7,2,0,1,0,"",17,"1:09:43",2018-03-09 01:09:43,1.16194444444444,14.6306478603873,"open pre",0.860626344728664,0.860626344728664
"111","LS14.20.2017",0.0327380952380952,1.14285714285714,1.14285714285714,"104","","LS1","shrub","pre","4.20.2017","12:37",4,2,2,0,2,0,"",7,"1:37:28",2018-03-09 01:37:28,1.62444444444444,4.30916552667579,"shrub pre",0.703537228845026,0.703537228845026
"112","LS24.20.2017",0.0105769230769231,1,1,"261","","LS2","shrub","pre","4.20.2017","12:33",1,3,1,0,4,0,"",13,"1:42:25",2018-03-09 01:42:25,1.70694444444444,7.61594792514239,"shrub pre",0.585842148087876,0.585842148087876
"113","LS34.20.2017",0.08,1,1,"301","","LS3","shrub","pre","4.20.2017","12:27",5,14,3,0,2,0,"acamp",2,"0:41:34",2018-03-09 00:41:34,0.692777777777778,2.8869286287089,"shrub pre",1.44346431435445,1.44346431435445
"114","LS44.20.2017",0.134444444444444,1,1,"285","","LS4","shrub","pre","4.20.2017","12:29",4,1,1,1,2,1,"acamp",2,"0:50:02",2018-03-09 00:50:02,0.833888888888889,2.39840106595603,"shrub pre",1.19920053297801,1.19920053297801
"115","LS54.20.2017",0.0120486111111111,1,1,"302","","LS5","shrub","pre","4.20.2017","13:56",3,13,1,0,1,0,"",8,"1:01:57",2018-03-09 01:01:57,1.0325,7.74818401937046,"shrub pre",0.968523002421308,0.968523002421308
"116","LS64.20.2017",0.0188888888888889,1,1,"303","","LS6","shrub","pre","4.20.2017","12:24",2,7,2,0,2,0,"",4,"1:09:35",2018-03-09 01:09:35,1.15972222222222,3.44910179640719,"shrub pre",0.862275449101796,0.862275449101796
"117","LS14.21.2017",0.00361111111111111,1,1,"276","","LS1","shrub","bloom","4.21.2017","14:26",328,4,3,0,2,0,"?",1,"1:33:05",2018-03-09 01:33:05,1.55138888888889,0.644583706356312,"shrub bloom",0.644583706356312,0.644583706356312
"118","LO14.21.2017",0.0174305555555556,1.375,1.25,"276","","LO1","open","bloom","4.21.2017","14:26",328,4,2,0,1,0,"",8,"1:38:40",2018-03-09 01:38:40,1.64444444444444,4.86486486486486,"open bloom",0.836148648648649,0.760135135135135
"119","LS24.21.2017",0.00435185185185185,1,1,"275","","LS2","shrub","bloom","4.21.2017","14:31",279,9,0,0,3,0,"",9,"1:38:11",2018-03-09 01:38:11,1.63638888888889,5.49991512476659,"shrub bloom",0.611101680529621,0.611101680529621
"120","LO24.21.2017",0.0122222222222222,1.5,1.5,"275","","LO2","open","bloom","4.21.2017","14:31",279,9,0,0,1,0,"",2,"1:30:36",2018-03-09 01:30:36,1.51,1.32450331125828,"open bloom",0.993377483443709,0.993377483443709
"121","LS34.21.2017",NA,NA,NA,"189","","LS3","shrub","bloom","4.21.2017","14:04",194,1,NA,NA,NA,NA,"",0,"1:15:19",2018-03-09 01:15:19,1.25527777777778,0,"shrub bloom",NA,NA
"122","LO34.21.2017",NA,NA,NA,"189","","LO3","open","bloom","4.21.2017","14:04",194,1,NA,NA,NA,NA,"",0,"0:55:44",2018-03-09 00:55:44,0.928888888888889,0,"open bloom",NA,NA
"123","LO44.21.2017",0.020462962962963,1,1,"182","","LO4","open","bloom","4.21.2017","14:10",110,13,NA,NA,NA,NA,"",6,"1:21:16",2018-03-09 01:21:16,1.35444444444444,4.4298605414274,"open bloom",0.7383100902379,0.7383100902379
"124","LS44.21.2017",0.0395833333333333,1.25,1.25,"182","","LS4","shrub","bloom","4.21.2017","14:10",110,13,NA,NA,NA,NA,"",4,"1:15:44",2018-03-09 01:15:44,1.26222222222222,3.16901408450704,"shrub bloom",0.990316901408451,0.990316901408451
"125","LO54.21.2017",0.0225,1.5,1.5,"180","","LO5","open","bloom","4.21.2017","14:14",384,15,4,0,3,9,"",4,"1:21:46",2018-03-09 01:21:46,1.36277777777778,2.93518141051773,"open bloom",1.10069302894415,1.10069302894415
"126","LS54.21.2017",0.00342592592592593,1,1,"180","","LS5","shrub","bloom","4.21.2017","14:14",384,15,4,0,1,0,"s.cholla",3,"1:34:46",2018-03-09 01:34:46,1.57944444444444,1.89940204009849,"shrub bloom",0.633134013366162,0.633134013366162
"127","LO64.21.2017",NA,NA,NA,"194","","LO6","open","bloom","4.21.2017","14:20",367,7,0,0,2,0,"",0,"1:12:48",2018-03-09 01:12:48,1.21333333333333,0,"open bloom",NA,NA
"128","LS64.21.2017",0.269722222222222,1,1,"194","","LS6","shrub","bloom","4.21.2017","14:20",367,7,1,0,2,0,"",1,"1:24:55",2018-03-09 01:24:55,1.41527777777778,0.70657507360157,"shrub bloom",0.70657507360157,0.70657507360157
"129","LO14.22.2017",0.0448888888888889,1.6,1.6,"289","","LO1","open","bloom","4.22.2017","13:02",255,15,1,0,3,0,"",5,"1:18:11",2018-03-09 01:18:11,1.30305555555556,3.83713493924536,"open bloom",1.22788318055852,1.22788318055852
"130","LS14.22.2017",0.00875,1,1,"289","","LS1","shrub","bloom","4.22.2017","13:02",255,15,1,0,1,0,"",2,"1:11:42",2018-03-09 01:11:42,1.195,1.67364016736402,"shrub bloom",0.836820083682008,0.836820083682008
"131","LO24.22.2017",0.040952380952381,1.07142857142857,1.07142857142857,"146","","LO2","open","bloom","4.22.2017","13:25",216,15,0,0,2,0,"",14,"1:14:16",2018-03-09 01:14:16,1.23777777777778,11.310592459605,"open bloom",0.865606565786099,0.865606565786099
"132","LS24.22.2017",0.0307828282828283,1,1,"146","","LS2","shrub","bloom","4.22.2017","13:25",216,15,0,0,2,0,"",22,"1:19:04",2018-03-09 01:19:04,1.31777777777778,16.6947723440135,"shrub bloom",0.75885328836425,0.75885328836425
"133","LO34.22.2017",0.0104861111111111,1,1,"266","","LO3","open","bloom","4.22.2017","13:39",184,15,0,0,3,0,"",4,"1:14:07",2018-03-09 01:14:07,1.23527777777778,3.2381380706094,"open bloom",0.80953451765235,0.80953451765235
"134","LS34.22.2017",0.0200277777777778,1.2,1.2,"266","","LS3","shrub","bloom","4.22.2017","13:39",184,15,1,0,3,0,"",10,"1:02:03",2018-03-09 01:02:03,1.03416666666667,9.6696212731668,"shrub bloom",1.16035455278002,1.16035455278002
"135","LO44.22.2017",0.00972222222222222,1,1,"new1","","LO4","open","bloom","4.22.2017","13:47",530,1,0,0,2,0,"",4,"1:39:59",2018-03-09 01:39:59,1.66638888888889,2.40040006667778,"open bloom",0.600100016669445,0.600100016669445
"136","LS44.22.2017",0.0144047619047619,1.14285714285714,1.14285714285714,"new1","","LS4","shrub","bloom","4.22.2017","13:47",530,1,1,0,2,0,"",7,"1:15:40",2018-03-09 01:15:40,1.26111111111111,5.55066079295154,"shrub bloom",0.906230333543109,0.906230333543109
"137","LO54.22.2017",0.0394444444444444,1,1,"195","","LO5","open","bloom","4.22.2017","14:01",263,14,0,0,2,0,"",4,"1:18:33",2018-03-09 01:18:33,1.30916666666667,3.05537873965627,"open bloom",0.763844684914068,0.763844684914068
"138","LS54.22.2017",0.00671296296296296,1,1,"195","","LS5","shrub","bloom","4.22.2017","14:01",263,14,1,0,3,2,"",6,"1:25:42",2018-03-09 01:25:42,1.42833333333333,4.20070011668611,"shrub bloom",0.700116686114352,0.700116686114352
"139","LO64.22.2017",0.130138888888889,1,1,"197","","LO6","open","bloom","4.22.2017","13:55",141,14,0,0,2,0,"",2,"1:25:38",2018-03-09 01:25:38,1.42722222222222,1.40132347216816,"open bloom",0.700661736084079,0.700661736084079
"140","LS64.22.2017",0.0206481481481481,1,1,"197","","LS6","shrub","bloom","4.22.2017","13:55",141,14,0,0,2,0,"",6,"1:24:13",2018-03-09 01:24:13,1.40361111111111,4.27468830397784,"shrub bloom",0.712448050662972,0.712448050662972
"141","LO14.23.2017",0.0174652777777778,1.25,1.25,"264","","LO1","open","bloom","4.23.2017","11:06",120,10,0,0,1,0,"",8,"1:21:48",2018-03-09 01:21:48,1.36333333333333,5.8679706601467,"open bloom",0.916870415647922,0.916870415647922
"142","LO24.23.2017",0.133944444444444,1,1,"301","","LO2","open","bloom","4.23.2017","11:18",228,1,1,0,0,NA,"",5,"1:12:31",2018-03-09 01:12:31,1.20861111111111,4.13698000459664,"open bloom",0.827396000919329,0.827396000919329
"143","LO34.23.2017",0.0733333333333333,1,1,"295","","LO3","open","bloom","4.23.2017","11:39",253,7,3,0,3,4,"",6,"1:29:35",2018-03-09 01:29:35,1.49305555555556,4.01860465116279,"open bloom",0.669767441860465,0.669767441860465
"144","LO44.23.2017",0.0149242424242424,1.18181818181818,1.09090909090909,"298","","LO4","open","bloom","4.23.2017","11:49",263,15,0,0,3,0,"",11,"1:41:13",2018-03-09 01:41:13,1.68694444444444,6.52066523958505,"open bloom",0.700567339790129,0.646677544421658
"145","LO54.23.2017",0.0488888888888889,1.66666666666667,1.66666666666667,"196","","LO5","open","bloom","4.23.2017","12:02",197,5,0,0,2,0,"",3,"1:36:38",2018-03-09 01:36:38,1.61055555555556,1.86271127975164,"open bloom",1.03483959986202,1.03483959986202
"146","LO64.23.2017",0.0091025641025641,1,1,"192","","LO6","open","bloom","4.23.2017","12:10",298,14,0,0,3,1,"",26,"1:27:23",2018-03-09 01:27:23,1.45638888888889,17.8523745946977,"open bloom",0.686629792103757,0.686629792103757
"147","LS14.23.2017",0.00659722222222222,1,1,"264","","LS1","shrub","bloom","4.23.2017","11:06",120,10,1,0,1,0,"",4,"1:18:23",2018-03-09 01:18:23,1.30638888888889,3.06187539868169,"shrub bloom",0.765468849670423,0.765468849670423
"148","LS24.23.2017",0.0144444444444444,1,1,"301","","LS2","shrub","bloom","4.23.2017","11:18",228,1,3,0,0,0,"acamp fl",1,"1:19:08",2018-03-09 01:19:08,1.31888888888889,0.75821398483572,"shrub bloom",0.75821398483572,0.75821398483572
"149","LS34.23.2017",0.0183585858585859,1,1,"295","","LS3","shrub","bloom","4.23.2017","11:39",253,7,2,0,2,0,"acamp fl",11,"1:15:35",2018-03-09 01:15:35,1.25972222222222,8.73208379272326,"shrub bloom",0.793825799338479,0.793825799338479
"150","LS44.23.2017",0.00775,1.7,1.5,"298","","LS4","shrub","bloom","4.23.2017","11:49",263,15,1,0,2,0,"",10,"1:35:44",2018-03-09 01:35:44,1.59555555555556,6.26740947075209,"shrub bloom",1.06545961002786,0.940111420612813
"151","LS54.23.2017",0.139055555555556,1.5,1.5,"196","","LS5","shrub","bloom","4.23.2017","12:02",197,5,0,0,3,0,"",10,"1:18:17",2018-03-09 01:18:17,1.30472222222222,7.66446668086012,"shrub bloom",1.14967000212902,1.14967000212902
"152","LS64.23.2017",0.00256944444444444,1.25,1,"192","","LS6","shrub","bloom","4.23.2017","12:10",298,14,0,1,2,0,"",4,"1:43:33",2018-03-09 01:43:33,1.72583333333333,2.31772090777402,"shrub bloom",0.724287783679382,0.579430226943506
"153","LO14.25.2017",NA,NA,NA,"262","","LO1","open","bloom","4.25.2017","14:41",280,14,4,0,3,0,"",0,"1:21:59",2018-03-09 01:21:59,1.36638888888889,0,"open bloom",NA,NA
"154","LO24.25.2017",0.283472222222222,1,1,"282","","LO2","open","bloom","4.25.2017","14:48",111,14,1,2,3,0,"",2,"1:29:19",2018-03-09 01:29:19,1.48861111111111,1.34353424146296,"open bloom",0.67176712073148,0.67176712073148
"155","LO34.25.2017",0.000277777777777778,1,1,"293","","LO3","open","bloom","4.25.2017","15:04",103,13,2,0,2,0,"",1,"1:15:39",2018-03-09 01:15:39,1.26083333333333,0.793126239259749,"open bloom",0.793126239259749,0.793126239259749
"156","LO44.25.2017",0.0372222222222222,1,1,"294","","LO4","open","bloom","4.25.2017","15:11",168,14,0,1,2,2,"",1,"1:42:59",2018-03-09 01:42:59,1.71638888888889,0.582618546690403,"open bloom",0.582618546690403,0.582618546690403
"157","LO54.25.2017",0.00444444444444444,1,1,"297","","LO5","open","bloom","4.25.2017","15:20",354,13,0,0,2,0,"",1,"1:23:32",2018-03-09 01:23:32,1.39222222222222,0.718276137270551,"open bloom",0.718276137270551,0.718276137270551
"158","LO64.25.2017",NA,NA,NA,"188","","LO6","open","bloom","4.25.2017","15:28",126,13,2,0,3,0,"",0,"1:14:38",2018-03-09 01:14:38,1.24388888888889,0,"open bloom",NA,NA
"159","LS14.25.2017",0.005,1,1,"262","","LS1","shrub","bloom","4.25.2017","14:41",280,14,3,0,3,2,"",1,"1:37:11",2018-03-09 01:37:11,1.61972222222222,0.617389813068084,"shrub bloom",0.617389813068084,0.617389813068084
"160","LS24.25.2017",NA,NA,NA,"282","","LS2","shrub","bloom","4.25.2017","14:48",111,14,3,1,3,0,"",0,"1:21:01",2018-03-09 01:21:01,1.35027777777778,0,"shrub bloom",NA,NA
"161","LS34.25.2017",NA,NA,NA,"293","","LS3","shrub","bloom","4.25.2017","15:04",103,13,5,1,3,0,"",0,"1:35:38",2018-03-09 01:35:38,1.59388888888889,0,"shrub bloom",NA,NA
"162","LS44.25.2017",0.00472222222222222,1,1,"294","","LS4","shrub","bloom","4.25.2017","15:11",168,14,0,1,3,0,"",1,"1:38:34",2018-03-09 01:38:34,1.64277777777778,0.608725059181603,"shrub bloom",0.608725059181603,0.608725059181603
"163","LS54.25.2017",NA,NA,NA,"297","","LS5","shrub","bloom","4.25.2017","15:20",354,13,0,0,4,0,"",0,"1:19:48",2018-03-09 01:19:48,1.33,0,"shrub bloom",NA,NA
"164","LS64.25.2017",NA,NA,NA,"188","","LS6","shrub","bloom","4.25.2017","15:28",126,13,2,0,3,0,"",0,"1:27:26",2018-03-09 01:27:26,1.45722222222222,0,"shrub bloom",NA,NA
"165","LO14.26.2017",0.0244444444444444,1,1,"114","","LO1","open","bloom","4.26.2017","11:20",302,2,4,1,1,0,"",4,"1:39:12",2018-03-09 01:39:12,1.65333333333333,2.41935483870968,"open bloom",0.604838709677419,0.604838709677419
"166","LO24.26.2017",0.0641203703703704,1,1,"269","","LO2","open","bloom","4.26.2017","11:32",224,1,3,0,3,0,"",6,"1:02:02",2018-03-09 01:02:02,1.03388888888889,5.80333154218162,"open bloom",0.967221923696937,0.967221923696937
"167","LO34.26.2017",0.00305555555555556,1,1,"270","","LO3","open","bloom","4.26.2017","11:40",146,15,3,0,2,0,"",1,"1:13:37",2018-03-09 01:13:37,1.22694444444444,0.815032827711116,"open bloom",0.815032827711116,0.815032827711116
"168","LO44.26.2017",0.000763888888888889,1.25,1.25,"288","","LO4","open","bloom","4.26.2017","11:54",260,15,4,0,3,0,"",4,"1:22:24",2018-03-09 01:22:24,1.37333333333333,2.9126213592233,"open bloom",0.910194174757282,0.910194174757282
"169","LO54.26.2017",0.00208333333333333,1.5,1.5,"286","","LO5","open","bloom","4.26.2017","12:02",145,4,0,0,1,0,"",2,"1:20:33",2018-03-09 01:20:33,1.3425,1.48975791433892,"open bloom",1.11731843575419,1.11731843575419
"170","LO64.26.2017",NA,NA,NA,"190","","LO6","open","bloom","4.26.2017","12:02",399,14,3,0,2,2,"",0,"1:26:49",2018-03-09 01:26:49,1.44694444444444,0,"open bloom",NA,NA
"171","LS14.26.2017",0.00638888888888889,1,1,"114","","LS1","shrub","bloom","4.26.2017","11:20",302,2,3,1,1,0,"",3,"1:35:20",2018-03-09 01:35:20,1.58888888888889,1.88811188811189,"shrub bloom",0.629370629370629,0.629370629370629
"172","LS24.26.2017",NA,NA,NA,"269","","LS2","shrub","bloom","4.26.2017","11:32",224,1,4,0,3,0,"",0,"1:37:48",2018-03-09 01:37:48,1.63,0,"shrub bloom",NA,NA
"173","LS34.26.2017",NA,NA,NA,"270","","LS3","shrub","bloom","4.26.2017","11:40",146,15,2,0,2,0,"",0,"0:40:58",2018-03-09 00:40:58,0.682777777777778,0,"shrub bloom",NA,NA
"174","LS44.26.2017",NA,NA,NA,"288","","LS4","shrub","bloom","4.26.2017","11:54",260,15,0,0,2,0,"",0,"1:33:03",2018-03-09 01:33:03,1.55083333333333,0,"shrub bloom",NA,NA
"175","LS54.26.2017",NA,NA,NA,"286","","LS5","shrub","bloom","4.26.2017","12:02",145,4,2,0,2,0,"",0,"1:18:03",2018-03-09 01:18:03,1.30083333333333,0,"shrub bloom",NA,NA
"176","LS64.26.2017",0.00263888888888889,1,1,"190","","LS6","shrub","bloom","4.26.2017","12:02",399,14,0,0,2,0,"",2,"1:43:55",2018-03-09 01:43:55,1.73194444444444,1.15477145148356,"shrub bloom",0.57738572574178,0.57738572574178
"177","LO14.27.2017",0.0145238095238095,1.42857142857143,1.28571428571429,"104","","LO1","open","bloom","4.27.2017","11:30",189,1,2,0,2,0,"",7,"1:39:59",2018-03-09 01:39:59,1.66638888888889,4.20070011668611,"open bloom",0.857285738099207,0.771557164289286
"178","LO24.27.2017",NA,NA,NA,"265","","LO2","open","bloom","4.27.2017","11:41",332,3,8,0,1,0,"",0,"1:35:18",2018-03-09 01:35:18,1.58833333333333,0,"open bloom",NA,NA
"179","LO44.27.2017",0.0155555555555556,1,1,"272","","LO4","open","bloom","4.27.2017","12:10",255,1,4,0,2,1,"",1,"1:42:14",2018-03-09 01:42:14,1.70388888888889,0.58689272905119,"open bloom",0.58689272905119,0.58689272905119
"180","LO34.27.2017",0.0536111111111111,2,2,"268","","LO3","open","bloom","4.27.2017","11:57",303,1,5,0,2,0,"",1,"1:13:39",2018-03-09 01:13:39,1.2275,0.814663951120163,"open bloom",1.62932790224033,1.62932790224033
"181","LO54.27.2017",0.0426388888888889,1.25,1.25,"181","","LO5","open","bloom","4.27.2017","12:22",201,7,3,0,3,1,"",4,"1:40:14",2018-03-09 01:40:14,1.67055555555556,2.39441303624875,"open bloom",0.748254073827735,0.748254073827735
"182","LO64.27.2017",0.0359259259259259,1.66666666666667,1.66666666666667,"186","","LO6","open","bloom","4.27.2017","12:29",151,5,6,0,1,2,"",3,"1:30:08",2018-03-09 01:30:08,1.50222222222222,1.99704142011834,"open bloom",1.1094674556213,1.1094674556213
"183","LS24.27.2017",NA,NA,NA,"265","","LS2","shrub","bloom","4.27.2017","11:41",332,3,8,0,3,0,"",0,"1:20:00",2018-03-09 01:20:00,1.33333333333333,0,"shrub bloom",NA,NA
"184","LS34.27.2017",0.000277777777777778,1,1,"268","","LS3","shrub","bloom","4.27.2017","11:57",303,1,6,0,2,1,"",1,"1:34:54",2018-03-09 01:34:54,1.58166666666667,0.632244467860906,"shrub bloom",0.632244467860906,0.632244467860906
"185","LS44.27.2017",0.00138888888888889,2,1,"272","","LS4","shrub","bloom","4.27.2017","12:10",255,1,6,0,3,0,"",1,"1:36:00",2018-03-09 01:36:00,1.6,0.625,"shrub bloom",1.25,0.625
"186","LS14.27.2017",0.243888888888889,1.5,1.5,"104","","LS1","shrub","bloom","4.27.2017","11:30",189,1,4,0,2,0,"",2,"1:34:26",2018-03-09 01:34:26,1.57388888888889,1.27073773385104,"shrub bloom",0.953053300388281,0.953053300388281
"187","LS54.27.2017",0.0158333333333333,1.625,1.5,"181","","LS5","shrub","bloom","4.27.2017","12:22",201,7,6,0,3,2,"",8,"1:16:51",2018-03-09 01:16:51,1.28083333333333,6.24593363695511,"shrub bloom",1.26870527000651,1.17111255692908
"188","LS64.27.2017",0.0495555555555556,1.2,1.2,"186","","LS6","shrub","bloom","4.27.2017","12:29",151,5,8,0,3,0,"",5,"1:44:25",2018-03-09 01:44:25,1.74027777777778,2.8731045490822,"shrub bloom",0.689545091779729,0.689545091779729
"189","LO14.29.2017",0.000277777777777778,1,1,"271","","LO1","open","bloom","4.29.2017","13:40",270,15,7,0,1,0,"",2,"1:40:30",2018-03-09 01:40:30,1.675,1.19402985074627,"open bloom",0.597014925373134,0.597014925373134
"190","LO24.29.2017",NA,NA,NA,"278","","LO2","open","bloom","4.29.2017","13:49",338,3,0,0,2,0,"",0,"1:32:33",2018-03-09 01:32:33,1.5425,0,"open bloom",NA,NA
"191","LO34.29.2017",0.502916666666667,1,1,"296","","LO3","open","bloom","4.29.2017","13:58",483,1,3,0,3,3,"",2,"1:30:33",2018-03-09 01:30:33,1.50916666666667,1.32523467697405,"open bloom",0.662617338487024,0.662617338487024
"192","LO44.29.2017",0.0723611111111111,1,1,"184","","LO4","open","bloom","4.29.2017","14:07",366,14,1,0,2,0,"",2,"1:42:40",2018-03-09 01:42:40,1.71111111111111,1.16883116883117,"open bloom",0.584415584415584,0.584415584415584
"193","LO54.29.2017",0.0636111111111111,1,1,"191","","LO5","open","bloom","4.29.2017","14:13",322,15,2,0,1,0,"",1,"1:40:45",2018-03-09 01:40:45,1.67916666666667,0.595533498759305,"open bloom",0.595533498759305,0.595533498759305
"194","LO64.29.2017",0.000277777777777778,1,1,"199","","LO6","open","bloom","4.29.2017","14:20",332,13,0,0,3,0,"",1,"1:30:08",2018-03-09 01:30:08,1.50222222222222,0.665680473372781,"open bloom",0.665680473372781,0.665680473372781
"195","LS14.29.2017",0.166666666666667,1,1,"271","","LS1","shrub","bloom","4.29.2017","13:40",270,15,8,0,2,0,"",1,"1:36:57",2018-03-09 01:36:57,1.61583333333333,0.618875709128417,"shrub bloom",0.618875709128417,0.618875709128417
"196","LS24.29.2017",NA,NA,NA,"278","","LS2","shrub","bloom","4.29.2017","13:49",338,3,3,0,3,1,"",0,"1:38:59",2018-03-09 01:38:59,1.64972222222222,0,"shrub bloom",NA,NA
"197","LS34.29.2017",0.0319444444444444,1,1,"296","","LS3","shrub","bloom","4.29.2017","13:58",483,1,3,0,2,1,"",1,"1:34:51",2018-03-09 01:34:51,1.58083333333333,0.632577754348972,"shrub bloom",0.632577754348972,0.632577754348972
"198","LS44.29.2017",NA,NA,NA,"184","","LS4","shrub","bloom","4.29.2017","14:07",366,14,8,1,2,1,"",0,"1:36:37",2018-03-09 01:36:37,1.61027777777778,0,"shrub bloom",NA,NA
"199","LS54.29.2017",NA,NA,NA,"191","","LS5","shrub","bloom","4.29.2017","14:13",322,15,4,0,2,0,"",0,"1:38:52",2018-03-09 01:38:52,1.64777777777778,0,"shrub bloom",NA,NA
"200","LS64.29.2017",0.00222222222222222,1,1,"199","","LS6","shrub","bloom","4.29.2017","14:20",332,13,1,0,3,0,"",1,"1:25:40",2018-03-09 01:25:40,1.42777777777778,0.700389105058366,"shrub bloom",0.700389105058366,0.700389105058366
"201","LO14.30.2017",0.00805555555555556,1.125,1.125,"263","","LO1","open","bloom","4.30.2017","10:48",260,1,3,0,4,1,"",8,"1:29:17",2018-03-09 01:29:17,1.48805555555556,5.37614336382304,"open bloom",0.756020160537614,0.756020160537614
"202","LO24.30.2017",0.0104444444444444,1.4,1.4,"274","","LO2","open","bloom","4.30.2017","10:57",406,5,4,1,2,0,"",10,"1:34:41",2018-03-09 01:34:41,1.57805555555556,6.33691251540222,"open bloom",0.88716775215631,0.88716775215631
"203","LO34.30.2017",0,1,1,"285","","LO3","open","bloom","4.30.2017","11:02",152,12,0,1,3,3,"",1,"1:26:01",2018-03-09 01:26:01,1.43361111111111,0.697539236582058,"open bloom",0.697539236582058,0.697539236582058
"204","LO44.30.2017",0.00472222222222222,3,3,"290","","LO4","open","bloom","4.30.2017","11:10",118,14,1,0,2,0,"",2,"1:40:11",2018-03-09 01:40:11,1.66972222222222,1.19780402595242,"open bloom",1.79670603892863,1.79670603892863
"205","LO54.30.2017",0.00496527777777778,2.375,2.125,"187","","LO5","open","bloom","4.30.2017","11:17",264,7,1,0,1,0,"",8,"1:39:19",2018-03-09 01:39:19,1.65527777777778,4.8330256754489,"open bloom",1.43480449739889,1.28377244504111
"206","LO64.30.2017",0.000462962962962963,1,1,"183","","LO6","open","bloom","4.30.2017","11:26",709,14,7,0,2,0,"",3,"1:29:41",2018-03-09 01:29:41,1.49472222222222,2.0070618844081,"open bloom",0.669020628136034,0.669020628136034
"207","LS14.30.2017",0.000555555555555556,1,1,"263","","LS1","shrub","bloom","4.30.2017","10:48",260,1,3,0,2,2,"",1,"1:35:30",2018-03-09 01:35:30,1.59166666666667,0.628272251308901,"shrub bloom",0.628272251308901,0.628272251308901
"208","LS24.30.2017",0.0790277777777778,1,1,"274","","LS2","shrub","bloom","4.30.2017","10:57",406,5,7,1,3,0,"",4,"1:37:28",2018-03-09 01:37:28,1.62444444444444,2.46238030095759,"shrub bloom",0.615595075239398,0.615595075239398
"209","LS34.30.2017",0.000416666666666667,1,1,"285","","LS3","shrub","bloom","4.30.2017","11:02",152,12,3,1,2,1,"",2,"1:33:39",2018-03-09 01:33:39,1.56083333333333,1.28136679124399,"shrub bloom",0.640683395621997,0.640683395621997
