PlantID,date,time.start,duration (min),s.species,pre.post,visitor.rtu,v.species,behaviour,part.used,visitor.description,voucher?
275,4.23.2017,12:37,15,larrea,post,lepidoptera,Swallowtail,fly near,branch,swallowtail,
275,4.23.2017,12:37,15,larrea,post,ladybeetle,lady beetle,landing,branch,,
275,4.23.2017,12:37,15,larrea,post,fly,fly,landing,flower,tiny,
275,4.23.2017,12:37,15,larrea,post,fly,fly,landing,branch,,
276,4.23.2017,12:53,15,larrea,post,spider,spider,crawling,branch,"jumping spider, hunting",
276,4.23.2017,12:53,15,larrea,post,ladybeetle,lady beetle,landing,branch,,
276,4.23.2017,12:53,15,larrea,post,fly,fly,landing,branch,small,
276,4.23.2017,12:53,15,larrea,post,solitary.bee,solitary.bee,landing,flower,"gray/black, same",
180,4.23.2017,13:11,15,larrea,post,bombus?,centris rhodopus,landing,flower,,
180,4.23.2017,13:11,15,larrea,post,solitary.bee,solitary.bee,landing,flower,"gray/black, same",
180,4.23.2017,13:11,15,larrea,post,ladybeetle,lady beetle,landing,branch,,
180,4.23.2017,13:11,15,larrea,post,solitary.bee,solitary.bee,landing,flower,"gray/black, same",
182,4.23.2017,13:29,15,larrea,post,muscoid,Muscoidea,landing,branch,large,
182,4.23.2017,13:29,15,larrea,post,pentamoidae,Pentamoidae,landing,branch,"green, same",
194,4.23.2017,13:46,15,larrea,post,bee,Megachile,,understory,,V
206,4.23.2017,15:00,15,buckhorn,pre,assassin bug,,landing,branch,,V
206,4.23.2017,15:00,15,buckhorn,pre,lepidoptera,,landing,branch,moth,V
210,4.23.2017,15:19,15,buckhorn,pre,muscoid,,landing,branch,,
210,4.23.2017,15:19,15,buckhorn,pre,syrphid,,fly near,branch,,
210,4.23.2017,15:19,15,buckhorn,pre,bee,,fly near,branch,"yellow and black stripes, is in pan traps",
210,4.23.2017,15:19,15,buckhorn,pre,ladybeetle,,landing,branch,,
229,4.23.2017,15:40,15,buckhorn,pre,syrphid,,fly near,branch,,
260,4.23.2017,15:59,15,buckhorn,pre,fly,,landing,branch,tiny,
260,4.23.2017,15:59,15,buckhorn,pre,ant,,landing,branch,grooming,
260,4.23.2017,15:59,15,buckhorn,pre,muscoid,,landing,branch,"black, not shiny",
260,4.23.2017,15:59,15,buckhorn,pre,ant,,crawling,branch,,
260,4.23.2017,15:59,15,buckhorn,pre,fly,,landing,branch,"medium, escaped",
260,4.23.2017,15:59,15,buckhorn,pre,cuckoo wasp,,fly near,branch,bud inspected,
264,4.25.2017,15:36,15,larrea,post,fly,fly,fly near,branch,black,
264,4.25.2017,15:36,15,larrea,post,fly,fly,fly near,branch,"buds, tiny",
301,4.25.2017,15:53,15,larrea,post,centris,centris rhodopus,landing,flower,,
301,4.25.2017,15:53,15,larrea,post,wasp,parasitoid wasp,landing,branch,"buds, green/black, parasitic",
301,4.25.2017,15:53,15,larrea,post,fly,fly,fly near,branch,small,
301,4.25.2017,15:53,15,larrea,post,fly,fly,fly near,branch,"buds, tiny",
295,4.25.2017,16:12,15,larrea,post,solitary.bee,solitary.bee,landing,flower,"medium, not gray and black",
295,4.25.2017,16:12,15,larrea,post,solitary.bee,solitary.bee,landing,flower,"medium, not gray and black",
295,4.25.2017,16:12,15,larrea,post,solitary.bee,solitary.bee,landing,flower,"medium, not gray and black",
295,4.25.2017,16:12,15,larrea,post,solitary.bee,solitary.bee,landing,flower,"medium, not gray and black",
295,4.25.2017,16:12,15,larrea,post,solitary.bee,solitary.bee,landing,flower,"medium, not gray and black",
295,4.25.2017,16:12,15,larrea,post,solitary.bee,solitary.bee,fly near,flower,"medium, not gray and black",
295,4.25.2017,16:12,15,larrea,post,solitary.bee,solitary.bee,fly near,flower,"medium, not gray and black",
295,4.25.2017,16:12,15,larrea,post,muscoid,Muscoidea,fly near,branch,,
295,4.25.2017,16:12,15,larrea,post,solitary.bee,solitary.bee,landing,flower,"medium, not gray and black",
298,4.25.2017,16:30,15,larrea,post,solitary.bee,solitary.bee,fly near,branch,,
298,4.25.2017,16:30,15,larrea,post,fly,fly,landing,branch,green,
298,4.25.2017,16:30,15,larrea,post,fly,fly,fly near,understory,,
298,4.25.2017,16:30,15,larrea,post,syrphid,Syrphidaeae,fly near,branch,small,
298,4.25.2017,16:30,15,larrea,post,fly,fly,fly near,branch,tiny,
298,4.25.2017,16:30,15,larrea,post,solitary.bee,solitary.bee,fly near,branch,medium,
298,4.25.2017,16:30,15,larrea,post,centris,centris rhodopus,fly near,,,
298,4.25.2017,16:30,15,larrea,post,gb.solitary.bee,Eucera,fly near,understory,"grey/black, yellow pollen, medium",
196,4.25.2017,16:48,15,larrea,post,muscoid,Muscoidea,grooming,branch,,
196,4.25.2017,16:48,15,larrea,post,wasp,parasitoid wasp,landing,branch,"green/black, tiny",
196,4.25.2017,16:48,15,larrea,post,muscoid,Muscoidea,landing,branch,,
196,4.25.2017,16:48,15,larrea,post,pentamoidae,Pentamoidae,landing,branch,,
196,4.25.2017,16:48,15,larrea,post,muscoid,Muscoidea,landing,branch,,
196,4.25.2017,16:48,15,larrea,post,wasp,parasitoid wasp,landing,branch,"green/black, tiny",
196,4.25.2017,16:48,15,larrea,post,muscoid,Muscoidea,landing,branch,,
192,4.25.2017,17:05,15,larrea,post,centris,centris rhodopus,fly near,,,
192,4.25.2017,17:05,15,larrea,post,centris,centris rhodopus,landing,understory,,
297,4.26.2017,12:30,15,larrea,post,apis.mellifera,Apis mellifera,landing,flowering,,
297,4.26.2017,12:30,15,larrea,post,muscoid,Muscoidea,landing,branch,,
297,4.26.2017,12:30,15,larrea,post,gb.solitary.bee,Eucera,landing,understory,,
297,4.26.2017,12:30,15,larrea,post,fly?,fly?,landing,branch,,
297,4.26.2017,12:30,15,larrea,post,bombylid,bombylidae,landing,understory,,
294,4.26.2017,12:47,15,larrea,post,solitary.bee,solitary.bee,landing,flower,"grey stripes, medium",
294,4.26.2017,12:47,15,larrea,post,solitary.bee,solitary.bee,fly near,,"grey/yellowish, medium",
294,4.26.2017,12:47,15,larrea,post,solitary.bee,solitary.bee,fly near,,"grey/yellowish, medium",
294,4.26.2017,12:47,15,larrea,post,solitary.bee,solitary.bee,fly near,,"grey/yellowish, medium",
294,4.26.2017,12:47,15,larrea,post,centris,centris rhodopus,landing,flower,red eyes,
294,4.26.2017,12:47,15,larrea,post,centris,centris rhodopus,fly near,,red eyes,
294,4.26.2017,12:47,15,larrea,post,solitary.bee,Eucera,fly near,flower,"black and grey, medium, white faced",
294,4.26.2017,12:47,15,larrea,post,gb.solitary.bee,Eucera,landing,flower,,
294,4.26.2017,12:47,15,larrea,post,?,?,fly near,branch,,
293,4.26.2017,13:04,15,larrea,post,fly,fly,landing,branch,tiny,
293,4.26.2017,13:04,15,larrea,post,bombylid,bombylidae,landing,understory,on ground,
293,4.26.2017,13:04,15,larrea,post,asilid,asilidae,landing,branch,,
293,4.26.2017,13:04,15,larrea,post,gb.solitary.bee,Eucera,fly near,"branch, flower",,
188,4.26.2017,13:22,15,larrea,post,?,?,fly near,flower,,
188,4.26.2017,13:22,15,larrea,post,fly,fly,fly near,branch,small,
188,4.26.2017,13:22,15,larrea,post,solitary.bee,solitary.bee,fly near,branch,medium,
188,4.26.2017,13:22,15,larrea,post,formicidae,ant,landing,understory,many,
188,4.26.2017,13:22,15,larrea,post,solitary.bee,solitary.bee,landing,flower,medium,
282,4.26.2017,13:39,15,larrea,post,ladybeetle,lady beetle,landing,branch,,
262,4.26.2017,13:57,15,larrea,post,centris,centris rhodopus,landing,flower,,
262,4.26.2017,13:57,15,larrea,post,fly,fly,fly near,branch,"tiny, hovering on buds",
262,4.26.2017,13:57,15,larrea,post,fly,fly,fly near,branch,"tiny, hovering on buds",
262,4.26.2017,13:57,15,larrea,post,gb.solitary.bee,Eucera,fly near,flower,hovering,
262,4.26.2017,13:57,15,larrea,post,centris,centris rhodopus,landing,flower,,
262,4.26.2017,13:57,15,larrea,post,centris,centris rhodopus,landing,flower,,
262,4.26.2017,13:57,15,larrea,post,pt.gb.solitary bee,solitary.bee,landing,flower,"point, grey/black stripes",
262,4.26.2017,13:57,15,larrea,post,pt.gb.solitary bee,solitary.bee,landing,flower,"point, grey/black stripes",
262,4.26.2017,13:57,15,larrea,post,pt.gb.solitary bee,solitary.bee,landing,flower,"point, grey/black stripes",
262,4.26.2017,13:57,15,larrea,post,muscoid,Muscoidea,landing,branch,large,
262,4.26.2017,13:57,15,larrea,post,fly?,fly,fly near,flower,,
262,4.26.2017,13:57,15,larrea,post,centris,centris rhodopus,fly near,branch,,
262,4.26.2017,13:57,15,larrea,post,centris,centris rhodopus,landing,flower,,
262,4.26.2017,13:57,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
201,4.26.2017,14:44,15,buckhorn,pre,ladybeetle,lady beetle,crawling,branch,,
201,4.26.2017,14:44,15,buckhorn,pre,fly,fly,landing,branch,brown,
201,4.26.2017,14:44,15,buckhorn,pre,solitary.bee,solitary.bee,landing,branch,"small/med, yellow/black stripes, yellow hair",
209,4.26.2017,15:02,15,buckhorn,pre,fly,fly,fly near,branch,small,
209,4.26.2017,15:02,15,buckhorn,pre,fly,fly,fly near,branch,small,
209,4.26.2017,15:02,15,buckhorn,pre,fly,fly,fly near,branch,small,
209,4.26.2017,15:02,15,buckhorn,pre,ladybeetle,,landing,branch,oblong,
218,4.26.2017,15:22,15,buckhorn,pre,wasp,,landing,branch,"shiny, small, different than previous",
218,4.26.2017,15:22,15,buckhorn,pre,fly,,fly near,branch,small,
218,4.26.2017,15:22,15,buckhorn,pre,fly,,grooming,tiny,,
218,4.26.2017,15:22,15,buckhorn,pre,ladybeetle,,crawling,branch,,
218,4.26.2017,15:22,15,buckhorn,pre,fly,,landing,branch,"on bud, small black",
223,4.26.2017,15:40,15,buckhorn,pre,ladybeetle,,landing,branch,,
223,4.26.2017,15:40,15,buckhorn,pre,wasp,,landing,branch,parasitoid,
223,4.26.2017,15:40,15,buckhorn,pre,acari,,crawling,branch,,
223,4.26.2017,15:40,15,buckhorn,pre,acari,,crawling,branch,,
223,4.26.2017,15:40,15,buckhorn,pre,acari,,crawling,branch,,
114,4.27.2017,12:50,15,larrea,post,solitary.bee,Calliopsis?,fly near,flower,"yellow and black abdomen, not fuzzy, distinct",
114,4.27.2017,12:50,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
114,4.27.2017,12:50,15,larrea,post,centris,centris rhodopus,landing,flower,,
114,4.27.2017,12:50,15,larrea,post,solitary.bee,Calliopsis?,fly near,flower,yellow and black abdomen,
114,4.27.2017,12:50,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,branch,"small, very fuzzy, grey is like halo",
114,4.27.2017,12:50,15,larrea,post,fly,fly,fly near,branch,tiny,
114,4.27.2017,12:50,15,larrea,post,fly,fly,fly near,branch,tiny,
114,4.27.2017,12:50,15,larrea,post,gb.solitary.bee,Eucera,fly near,flower,,
114,4.27.2017,12:50,15,larrea,post,gb.solitary.bee,Eucera,fly near,flower,,
114,4.27.2017,12:50,15,larrea,post,gb.solitary.bee,Eucera,fly near,flower,,
114,4.27.2017,12:50,15,larrea,post,gb.solitary.bee,Eucera,landing,flower,,
269,4.27.2017,13:10,15,larrea,post,solitary.bee,solitary.bee,fly near,flower,medium,
269,4.27.2017,13:10,15,larrea,post,lepidoptera,lepidoptera,fly near,flower,swallowtail,
269,4.27.2017,13:10,15,larrea,post,solitary.bee,solitary.bee,fly near,flower,medium,
269,4.27.2017,13:10,15,larrea,post,apis.mellifera,Apis mellifera,fly near,flower,,
269,4.27.2017,13:10,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
269,4.27.2017,13:10,15,larrea,post,bombylid,bombylidae,landing,understory,"black and white wings, brown/pink abdomen",
269,4.27.2017,13:10,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,branch,,
269,4.27.2017,13:10,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,branch,,
269,4.27.2017,13:10,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
269,4.27.2017,13:10,15,larrea,post,fly,fly,fly near,flower,,
269,4.27.2017,13:10,15,larrea,post,fly,fly,fly near,flower,,
269,4.27.2017,13:10,15,larrea,post,bee,hoplitis,,also photo,V,
270,4.27.2017,13:29,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
270,4.27.2017,13:29,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
270,4.27.2017,13:29,15,larrea,post,ladybeetle,lady beetle,landing,flower,,
270,4.27.2017,13:29,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
270,4.27.2017,13:29,15,larrea,post,fly,diptera,fly near,branch,tiny,
270,4.27.2017,13:29,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
270,4.27.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
270,4.27.2017,13:29,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
270,4.27.2017,13:29,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
288,4.27.2017,13:50,15,larrea,post,syrphid,Syrphidae,fly near,flower,,
288,4.27.2017,13:50,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
288,4.27.2017,13:50,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
288,4.27.2017,13:50,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
288,4.27.2017,13:50,15,larrea,post,muscoid,Muscoidea,landing,flower,shiny blue,
288,4.27.2017,13:50,15,larrea,post,hemiptera,Hemipteraea,landing,branch,"on buds, picture, brown",
286,4.27.2017,14:07,15,larrea,post,formicidae,ant,crawling,flower,,
190,4.27.2017,14:26,15,larrea,post,large bee,Eucera,landing,flower,"caught, new",V
190,4.27.2017,14:26,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
190,4.27.2017,14:26,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
190,4.27.2017,14:26,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
190,4.27.2017,14:26,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
190,4.27.2017,14:26,15,larrea,post,solitary.bee,dark bee,fly near,flower,"dark, fast",
213,4.27.2017,15:09,15,buckhorn,pre,beetle,beetle,crawling,leaf,small brown,
213,4.27.2017,15:09,15,buckhorn,pre,syrphid,Syrphidaeae,fly near,,,
227,4.27.2017,15:28,15,buckhorn,pre,beetle,,crawling,bud,photo!,
227,4.27.2017,15:28,15,buckhorn,pre,syrphid,,fly near,understory,,
227,4.27.2017,15:28,15,buckhorn,pre,ladybeetle,,crawling,branch,,
227,4.27.2017,15:28,15,buckhorn,pre,fly,,landing,bud,tiny,
227,4.27.2017,15:28,15,buckhorn,pre,pentamoidae,,crawling,branch,green,
259,4.27.2017,16:06,15,buckhorn,pre,fly,,landing,branch,tiny,
259,4.27.2017,16:06,15,buckhorn,pre,fly,,landing,branch,small,
259,4.27.2017,16:06,15,buckhorn,pre,fly,,landing,branch,"too many tiny flies , gnats?",
181,4.29.2017,14:30,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
181,4.29.2017,14:30,15,larrea,post,hummingbird,hummingbird,perching,branch,purple throat,
181,4.29.2017,14:30,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
181,4.29.2017,14:30,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,landing,flower,,V
181,4.29.2017,14:30,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
181,4.29.2017,14:30,15,larrea,post,centris,centris rhodopus,landing,flower,,
186,4.29.2017,14:50,15,larrea,post,pentamoidae,Pentamoidae,landing,flower,green,
186,4.29.2017,14:50,15,larrea,post,lepidoptera,Swallowtail,fly near,understory,swallowtail,
186,4.29.2017,14:50,15,larrea,post,syrphid,Syrphidaeae,fly near,buds,,
272,4.29.2017,15:08,15,larrea,post,fly,fly,landing,branch,tiny,
272,4.29.2017,15:08,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
272,4.29.2017,15:08,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
272,4.29.2017,15:08,15,larrea,post,syrphid,Syrphidaeae,fly near,branch,,
272,4.29.2017,15:08,15,larrea,post,muscoid,Muscoidea,landing,flower,,
268,4.29.2017,15:26,15,larrea,post,solitary.bee,solitary.bee,landing,flower,yellow and black striped medium,
268,4.29.2017,15:26,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,landing,flower,,
268,4.29.2017,15:26,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
268,4.29.2017,15:26,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
268,4.29.2017,15:26,15,larrea,post,apis.mellifera,Apis mellifera,landing,understory,,
268,4.29.2017,15:26,15,larrea,post,asilid,asilidae,landing,branch,,
268,4.29.2017,15:26,15,larrea,post,solitary.bee,solitary.bee,landing,flower,"yellow and black striped, medium, pointy",
268,4.29.2017,15:26,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
268,4.29.2017,15:26,15,larrea,post,solitary.bee,solitary.bee,landing,flower,medium,
265,4.29.2017,15:42,15,larrea,post,fly,fly,landing,flower,tiny,
265,4.29.2017,15:42,15,larrea,post,flying?,?,landing,flower,,
265,4.29.2017,15:42,15,larrea,post,syrphid,Syrphidaeae,fly near,branch,,
265,4.29.2017,15:42,15,larrea,post,fly,fly,landing,flower,tiny white,
104,4.29.2017,15:59,15,larrea,post,asilid,asilidae,landing,branch,,
104,4.29.2017,15:59,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
104,4.29.2017,15:59,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
104,4.29.2017,15:59,15,larrea,post,fly,fly,landing,flower,tiny white,
104,4.29.2017,15:59,15,larrea,post,fly,fly,fly near,,tiny black,
104,4.29.2017,15:59,15,larrea,post,syrphid,Syrphidaeae,fly near,branch,,
199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,branch,,
199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,branch,,
199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,branch,,
199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,branch,,
199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,branch,,
199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,branch,,
199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,branch,,
199,4.30.2017,11:32,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
199,4.30.2017,11:32,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
199,4.30.2017,11:32,15,larrea,post,centris,centris rhodopus,landing,flower,,
199,4.30.2017,11:32,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
199,4.30.2017,11:32,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,branch,,
199,4.30.2017,11:32,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
199,4.30.2017,11:32,15,larrea,post,ladybeetle,lady beetle,landing,branch,,
199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,branch,,
199,4.30.2017,11:32,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
199,4.30.2017,11:32,15,larrea,post,centris,centris rhodopus,landing,flower,,
199,4.30.2017,11:32,15,larrea,post,solitary.bee,solitary.bee,fly near,flower,"honeybee sized, white fuzz",
199,4.30.2017,11:32,15,larrea,post,solitary.bee,solitary.bee,landing,flower,medium,
191,4.30.2017,11:51,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
191,4.30.2017,11:51,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
191,4.30.2017,11:51,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
191,4.30.2017,11:51,15,larrea,post,solitary.bee,solitary.bee,fly near,flower,"medium, white face",
191,4.30.2017,11:51,15,larrea,post,ladybeetle,lady beetle,landing,flower,,
184,4.30.2017,12:09,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
184,4.30.2017,12:09,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
184,4.30.2017,12:09,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,flower,,
184,4.30.2017,12:09,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
184,4.30.2017,12:09,15,larrea,post,fly,fly,landing,flower,tiny,
296,4.30.2017,12:28,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
296,4.30.2017,12:28,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
296,4.30.2017,12:28,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
296,4.30.2017,12:28,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
296,4.30.2017,12:28,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,landing,flower,,
296,4.30.2017,12:28,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
296,4.30.2017,12:28,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
296,4.30.2017,12:28,15,larrea,post,solitary.bee,solitary.bee,landing,flower,"yellow and black striped abdomen, medium",
278,4.30.2017,12:46,15,larrea,post,muscoid,Muscoidea,landing,branch,,
278,4.30.2017,12:46,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
278,4.30.2017,12:46,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
278,4.30.2017,12:46,15,larrea,post,wasp,wasp,landing,understory,"black, on ground",
278,4.30.2017,12:46,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,landing,buds,,
278,4.30.2017,12:46,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,landing,buds,,
278,4.30.2017,12:46,15,larrea,post,assasin.bug,assassin bug,landing,branch,,
278,4.30.2017,12:46,15,larrea,post,assasin.bug,assassin bug,landing,branch,,
278,4.30.2017,12:46,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
271,4.30.2017,13:02,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
271,4.30.2017,13:02,15,larrea,post,solitary.bee,solitary.bee,landing,flower,"black and bright yellow abdomen, medium",
271,4.30.2017,13:02,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
271,4.30.2017,13:02,15,larrea,post,fly,fly,landing,flower,drosphila,
271,4.30.2017,13:02,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
183,5.1.2017,12:19,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
183,5.1.2017,12:19,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
183,5.1.2017,12:19,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
183,5.1.2017,12:19,15,larrea,post,solitary.bee,solitary.bee,fly near,,"medium, unfamiliar",
183,5.1.2017,12:19,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
183,5.1.2017,12:19,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
183,5.1.2017,12:19,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
183,5.1.2017,12:19,15,larrea,post,centris,centris rhodopus,landing,flower,,
183,5.1.2017,12:19,15,larrea,post,lepidoptera,Swallowtail,fly near,understory,swallowtail,
183,5.1.2017,12:19,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,landing,flower,,
183,5.1.2017,12:19,15,larrea,post,ladybeetle,lady beetle,landing,branch,,
187,5.1.2017,12:36,15,larrea,post,centris,centris rhodopus,landing,flower,,
187,5.1.2017,12:36,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
187,5.1.2017,12:36,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
187,5.1.2017,12:36,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
187,5.1.2017,12:36,15,larrea,post,apis.mellifera,Apis mellifera,landing,flower,,
187,5.1.2017,12:36,15,larrea,post,centris,centris rhodopus,landing,flower,,
187,5.1.2017,12:36,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
187,5.1.2017,12:36,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
187,5.1.2017,12:36,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
290,5.1.2017,12:52,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
290,5.1.2017,12:52,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
290,5.1.2017,12:52,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
290,5.1.2017,12:52,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
290,5.1.2017,12:52,15,larrea,post,syrphid,Syrphidaeae,fly near,,,
290,5.1.2017,12:52,15,larrea,post,solitary.bee,solitary.bee,fly near,,medium,
290,5.1.2017,12:52,15,larrea,post,centris,centris rhodopus,landing,flower,,
285,5.1.2017,13:11,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
285,5.1.2017,13:11,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
285,5.1.2017,13:11,15,larrea,post,formicidae,ant,crawling,old flower,,
285,5.1.2017,13:11,15,larrea,post,ladybeetle,lady beetle,crawling,branch,,
285,5.1.2017,13:11,15,larrea,post,centris,centris rhodopus,landing,flower,,
285,5.1.2017,13:11,15,larrea,post,lepidoptera,butterfly,fly near,understorey,,
285,5.1.2017,13:11,15,larrea,post,centris,centris rhodopus,landing,flower,,
274,5.1.2017,13:29,15,larrea,post,ladybeetle,lady beetle,crawling,branch,,
274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,Hesperapis larrae,fly near,,,
274,5.1.2017,13:29,15,larrea,post,ladybeetle,lady beetle,crawling,branch,,
274,5.1.2017,13:29,15,larrea,post,solitary.bee,solitary.bee,landing,flower,"medium, yellow and black abdomen, pointy",
274,5.1.2017,13:29,15,larrea,post,centris,centris rhodopus,landing,flower,,
274,5.1.2017,13:29,15,larrea,post,fly,fly,landing,bud,small,
274,5.1.2017,13:29,15,larrea,post,ladybeetle,lady beetle,landing,flower,,
