InsectID,Location,Date,PlantID,Magnet,Microsite,Flowering,Quantity,Order,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,highest.rtu,Common Name,Notes,Specimen Location,ID Keys Used
,ethanol,4.29.2017,114,,open,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,4.29.2017,270,,open,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,4.29.2017,288,,shrub,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,4.30.2017,265,,open,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,4.30.2017,268,,open,post,2,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,4.30.2017,272,,open,post,2,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,4.30.2017,272,,shrub,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,4.30.2017,268,,shrub,post,2,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,4.30.2017,186,,shrub,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,5.1.2017,191,,shrub,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,5.1.2017,271,,shrub,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,5.3.2017,274,,open,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,5.3.2017,187,,open,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,5.4.2017,273,,shrub,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,5.4.2017,280,,open,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,5.4.2017,280,,shrub,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,5.5.2017,193,,open,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,5.5.2017,185,,open,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,4.16.2017,146,,shrub,pre,2,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,4.26.2017,196,,open,post,1,Coleoptera,,Buprestidae,,,,,,Buprestidae,,,,
,ethanol,4.16.2017,195,,open,pre,1,Coleoptera,,Burprestidae,,,,,,Buprestidae,,,,
Shrub.263.May.3.2017.Braun.3,pinned,5.3.2017,263,larrea,shrub,post,1,Diptera,,Calliphoridae,,,,,,Calliphoridae,,,,
,pinned,4.11.2017,266,larrea,shrub,pre,1,Diptera,,Canacidae,,,,,,Canacidae,,don't have specimen anymore,,
,ethanol,5.5.2017,193,,open,post,1,Diptera,,Cecidomyiidae,damaged,,,,,Cecidomyiidae,,,,
found a Hemiptera? dried out :(,ethanol,4.12.2017,191,,open,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.11.2017,187,larrea,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.12.2017,191,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.12.2017,180,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.12.2017,289,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.12.2017,289,,open,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.12.2017,198,,shrub ,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.13.2017,267,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.13.2017,294,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.13.2017,284,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.13.2017,272,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.13.2017,272,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,broken antenna,,
,ethanol,4.15.2017,199,,open,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.16.2017,271,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.16.2017,188,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.17.2017,299,,shrub,pre,3,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.17.2017,291,,open,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.17.2017,299,,open,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.17.2017,278,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.17.2017,280,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.19.2017,270,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.19.2017,297,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.19.2017,297,,open,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.20.2017,287,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.20.2017,274,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.20.2017,183,,open,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.20.2017,181,,shrub,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.20.2017,185,,open,pre,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.22.2017,276,,shrub,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.22.2017,189,,shrub,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.23.2017,197,,open,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.23.2017,267,,shrub,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.26.2017,264,,shrub,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.26.2017,298,,shrub,post,3,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.26.2017,192,,shrub,post,2,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.27.2017,282,,shrub,post,2,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.27.2017,294,,shrub,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.29.2017,114,,open,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.29.2017,114,,shrub,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.29.2017,190,,open,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.29.2017,269,,open,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.29.2017,269,,shrub,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.30.2017,181,,shrub,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,5.1.2017,191,,open,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,5.3.2017,263,,open,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,5.5.2017,185,,shrub,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,5.5.2017,302,,shrub,post,1,Diptera,,Cecidomyiidae,,,,,,Cecidomyiidae,,,,
,ethanol,4.11.2017,288,,shrub,pre,1,Diptera,,Cecidomyiidae ,,,Asphondylia ?,,,Cecidomyiidae ,larrea gallfly,,,
separated,ethanol,4.13.2017,293,,shrub,pre,1,Hymenoptera,Cephranoidea,,,,,,,Cephranoidea,,wingless,,
,ethanol,4.23.2017,197,,open,post,1,Hymenoptera,parasitic,Ceraphronidae,,,,,,Ceraphronidae,,,,
,ethanol,4.19.2017,290,,open,pre,1,Hymenoptera,parasitic,Ceraphronidae,,,,,,Ceraphronidae,,,,
separated,ethanol,4.11.2017,288,,shrub,pre,1,Hymenoptera,,Ceraphronidae,,,,,,Ceraphronidae,,,,
,ethanol,4.19.2017,286,,shrub,pre,1,Hymenoptera,,Ceraphronidae,,,,,,Ceraphronidae,,,,
,ethanol,4.20.2017,274,,shrub,pre,1,Hymenoptera,,Ceraphronidae,,,,,,Ceraphronidae,,,,
,ethanol,4.26.2017,196,,open,post,1,Hymenoptera,,Ceraphronidae,,,,,,Ceraphronidae,,,,
Shrub.104.April.30.2017.Braun.2,pinned,4.30.2017,104,larrea,shrub,post,1,Hemiptera,,Cercopidae,,,,,,Cercopidae,,,,
,ethanol,4.10.2017,189,larrea,shrub,pre,1,Hemiptera,,Cercopidae,,,,,,Cercopidae,,,,
,ethanol,4.12.2017,289,,shrub,pre,1,Hemiptera,,Cercopidae,,,,,,Cercopidae,,,,
,ethanol,4.15.2017,269,,shrub,pre,1,Hemiptera,,Cercopidae,,,,,,Cercopidae,,,,
,ethanol,4.15.2017,276,,open,pre,1,Hemiptera,,Cercopidae,,,,,,Cercopidae,,,,
,ethanol,5.5.2017,185,,open,post,1,Hemiptera,,Cercopidae,,,,,,Cercopidae,,,,
,ethanol,4.30.2017,104,,shrub,post,1,Hymenoptera,Chalcidoidea,Chalcididae,Haltichellinae,,,,,Chalcididae,,,,
,ethanol,5.4.2017,261,,shrub,post,1,Hymenoptera,Chalcidoidea,Chalcididae,,,,,,Chalcididae,,,,
separated,ethanol,4.15.2017,269,,shrub,pre,1,Hymenoptera,parasitic,Chalcididae,,,,,,Chalcididae,,,,
,ethanol,4.16.2017,268,,shrub,pre,1,Diptera,,Chamaemyiidae,,,,,,Chamaemyiidae,,"complete subcosta with no breaks, arisa rise near top of round anteena and point to the sides, bright red eyes",,
,ethanol,4.11.2017,266,larrea,shrub,pre,1,Diptera,,Chloropidae,same as above,,,,,Chloropidae,,,,
,ethanol,4.10.2017,189,larrea,open,pre,2,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.10.2017,296,larrea,open,pre,2,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,pinned,4.11.2017,266,larrea,shrub,pre,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.11.2017,288,,shrub,pre,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.11.2017,193,,open,pre,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.11.2017,197,,shrub,pre,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.12.2017,289,,shrub,pre,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.15.2017,199,,open,pre,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.17.2017,299,,shrub,pre,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.17.2017,282,,open,pre,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.20.2017,287,,shrub,pre,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.20.2017,183,,open,pre,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.20.2017,287,,open,pre,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.26.2017,264,,open,post,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.26.2017,264,,shrub,post,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.27.2017,297,,shrub,post,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,4.29.2017,270,,shrub,post,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
,ethanol,5.3.2017,285,,shrub,post,1,Diptera,,Chloropidae,,,,,,Chloropidae,,,,
Open.189.April.10.2017.Braun.4,pinned,4.10.2017,189,larrea,open,pre,1,Hymenoptera,,Chrysididae,,,,,,Chrysididae,,,,
Open.189.April.10.2017.Braun.5,pinned,4.10.2017,189,larrea,open,pre,1,Hymenoptera,,Chrysididae,,,,,,Chrysididae,,,,
Shrub.296.April.10.2017.Braun.9,pinned,4.10.2017,296,larrea,shrub,pre,1,Hymenoptera,,Chrysididae,,,,,,Chrysididae,,,,
Open.187.April.11.2017.Braun.1,pinned,4.11.2017,187,larrea,open,pre,1,Hymenoptera,,Chrysididae,,,,,,Chrysididae,,,,
Shrub.197.April.11.2017.Braun.1,pinned,4.11.2017,197,larrea,shrub,pre,1,Hymenoptera,,Chrysididae,,,,,,Chrysididae,,,,
Shrub.298.April.16.2017.Braun.1,pinned,4.16.2017,298,larrea,shrub,pre,1,Hymenoptera,,Chrysididae,,,,,,Chrysididae,,,,
Open.266.April.23.2017.Braun.3,pinned,4.23.2017,266,larrea,open,post,1,Hymenoptera,,Chrysididae,,,,,,Chrysididae,,,,
Open.289.April.23.2017.Braun.1,pinned,4.23.2017,289,larrea,open,post,1,Hymenoptera,,Chrysididae,,,,,,Chrysididae,,,,
Shrub.198.May.4.2017.Braun.3,pinned,5.4.2017,198,larrea,shrub,post,1,Hymenoptera,,Chrysididae,,,,,,Chrysididae,,,,
Shrub.185.May.5.2017.Braun.1,pinned,5.5.2017,185,larrea,shrub,post,1,Hymenoptera,,Chrysididae,,,,,,Chrysididae,,,,
Shrub.300.May.5.2017.Braun.3,pinned,5.5.2017,300,larrea,shrub,post,1,Hymenoptera,,Chrysididae,,,,,,Chrysididae,,,,
Open.302.May.5.2017.Braun.1,pinned,5.5.2017,302,larrea,open,post,1,Hymenoptera,,Chrysididae,,,,,,Chrysididae,,,,
,ethanol,4.26.2017,264,,shrub,post,1,Coleoptera,,Chrysolmelidae,,,,,,Chrysomelidae,,,,
3,ethanol,4.10.2017,192,larrea,shrub,pre,1,Coleoptera,,Chrysomelidae,,,,,,Chrysomelidae,,,,
in 184 open,ethanol,4.10.2017,184,larrea,shrub,pre,1,Coleoptera,,Chrysomelidae,,,,,,Chrysomelidae,,,,
,ethanol,4.10.2017,275,larrea,shrub,pre,1,Coleoptera,,Chrysomelidae,,,,,,Chrysomelidae,,,,
,ethanol,4.11.2017,197,larrea,open,pre,1,Coleoptera,,Chrysomelidae,,,,,,Chrysomelidae,,,,
,ethanol,4.11.2017,266,larrea,shrub,pre,1,Coleoptera,,Chrysomelidae,,,,,,Chrysomelidae,,,,
,ethanol,4.13.2017,190,,open,pre,1,Coleoptera,,Chrysomelidae,,,,,,Chrysomelidae,,,,
,ethanol,4.19.2017,286,,shrub,pre,1,Neuroptera,,Chrysopidae,larva,,,,,Chrysopidae,,,,
,ethanol,4.11.2017,273,,shrub,pre,1,Diptera,,Chyromyidae,,,,,,Chyromyidae,,,,
,ethanol,4.11.2017,273,,shrub,pre,5,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
Open.114.April.29.2017.Braun.4,pinned,4.29.2017,114,larrea,open,post,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
Shrub.269.April.29.2017.Braun.6,pinned,4.29.2017,269,larrea,shrub,post,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
Open.104.April.30.2017.Braun.3,pinned,4.30.2017,104,larrea,open,post,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
Open.181.April.30.2017.Braun.2,pinned,4.30.2017,181,larrea,open,post,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
Open.186.April.30.2017.Braun.1,pinned,4.30.2017,186,larrea,open,post,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
Open.186.April.30.2017.Braun.2,pinned,4.30.2017,186,larrea,open,post,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
Open.186.April.30.2017.Braun.3,pinned,4.30.2017,186,larrea,open,post,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
Open.265.April.30.2017.Braun.1,pinned,4.30.2017,265,larrea,open,post,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
Shrub.265.April.30.2017.Braun.3,pinned,4.30.2017,265,larrea,shrub,post,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
Open.198.May.4.2017.Braun.4,pinned,5.4.2017,198,larrea,open,post,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
Shrub.280.May.4.2017.Braun.1,pinned,5.4.2017,280,larrea,shrub,post,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
2,ethanol,4.10.2017,192,larrea,shrub,pre,9,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.10.2017,189,larrea,shrub,pre,4,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.10.2017,194,larrea,open,pre,5,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.10.2017,296,larrea,shrub,pre,8,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.10.2017,184,larrea,shrub,pre,8,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.10.2017,194,larrea,shrub,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.10.2017,189,larrea,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.10.2017,296,larrea,open,pre,5,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.10.2017,192,larrea,open,pre,7,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.10.2017,184,larrea,open,pre,3,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.10.2017,275,larrea,shrub,pre,6,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.11.2017,197,larrea,open,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.11.2017,187,larrea,shrub,pre,3,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.11.2017,187,larrea,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.11.2017,266,larrea,open,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.11.2017,266,larrea,shrub,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.11.2017,273,,open,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.11.2017,288,,shrub,pre,5,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.11.2017,197,,shrub,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.11.2017,193,,shrub,pre,5,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.11.2017,288,,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.12.2017,180,,open,pre,3,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.12.2017,191,,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.12.2017,196,,shrub,pre,3,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.12.2017,198,,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.12.2017,191,,shrub,pre,6,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.12.2017,180,,shrub,pre,7,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.12.2017,289,,shrub,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.12.2017,265,,shrub,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.12.2017,289,,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.12.2017,198,,shrub ,pre,7,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.12.2017,196,,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.13.2017,190,,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.13.2017,267,,shrub,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.13.2017,293,,shrub,pre,7,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.13.2017,190,,shrub,pre,6,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.13.2017,294,,shrub,pre,4,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.13.2017,284,,shrub,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.13.2017,272,,shrub,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.15.2017,269,,shrub,pre,5,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.15.2017,262,,shrub,pre,4,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.15.2017,186,,shrub,pre,7,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.15.2017,199,,open,pre,7,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.15.2017,276,,shrub,pre,7,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.15.2017,262,,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.15.2017,269,,open,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.15.2017,300,,shrub,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.15.2017,300,,open,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.15.2017,276,,open,pre,3,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.15.2017,199,,shrub,pre,9,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.16.2017,298,,shrub ,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.16.2017,271,,shrub,pre,5,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.16.2017,146,,open,pre,5,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.16.2017,195,,shrub,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.16.2017,146,,shrub,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.16.2017,188,,shrub,pre,3,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.16.2017,268,,shrub,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.16.2017,268,,open,pre,3,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.17.2017,295,,open,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.17.2017,291,,shrub,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.17.2017,282,,shrub,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.17.2017,291,,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.17.2017,280,,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.17.2017,278,,shrub,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.17.2017,280,,shrub,pre,4,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.17.2017,282,,open,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.17.2017,278,,open,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.19.2017,270,,shrub,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.19.2017,286,,shrub,pre,2,hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.19.2017,283,,shrub,pre,3,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.19.2017,297,,shrub,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.19.2017,297,,open,pre,3,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.19.2017,270,,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.19.2017,283,,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.19.2017,290,,shrub,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.20.2017,274,,shrub,pre,4,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.20.2017,281,,shrub,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.20.2017,287,,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.20.2017,181,,shrub,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.20.2017,183,,shrub,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.20.2017,274,,open,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.20.2017,185,,shrub,pre,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.20.2017,181,,open,pre,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.22.2017,276,,shrub,post,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.22.2017,194,,open,post,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.22.2017,189,,shrub,post,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.22.2017,194,,shrub,post,4,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.22.2017,275,,open,post,1,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.22.2017,180,,shrub,post,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.22.2017,275,,shrub,post,3,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
,ethanol,4.22.2017,182,,open,post,2,Hemiptera,,Cicadellidae,,,,,,Cicadellidae,,,,
