"","Recorder","Rep","plant.id","microsite","flowering","magnet.species","phyto.species","video.date","video.length","flower.fov","visitor.descript","visitor.rtu.original","highest.rtu","flies.on","visitor.behaviour","other.description","start.time","end.time","total.time","flowers.visits","unique.fl.visited","X","X.1","id.check","uniID","pos.total.time","dec.total.time","prop.fl.visited","prop.un.fl.visited"
"172","Jenna","LO4","190","open","pre","larrea","malacothrix","4.12.2017","1:05:33",11,"","syrphid","syrphid","Y","","","0:13:41","0:21:28","0:07:47",1,1,"","","4.12.2017 190 LO4 open pre","LO44.12.2017",2019-03-04 00:07:47,0.129722222222222,0.0909090909090909,0.0909090909090909
"173","Jenna","LO4","190","open","pre","larrea","malacothrix","4.12.2017","1:05:33",11,"","syrphid","syrphid","Y","","","0:14:46","0:14:52","0:00:06",1,1,"","","4.12.2017 190 LO4 open pre","LO44.12.2017",2019-03-04 00:00:06,0.00166666666666667,0.0909090909090909,0.0909090909090909
"174","Jenna","LO4","190","open","pre","larrea","malacothrix","4.12.2017","1:05:33",11,"","syrphid","syrphid","Y","outer part of flower","","0:23:48","0:23:49","0:00:01",1,1,"","","4.12.2017 190 LO4 open pre","LO44.12.2017",2019-03-04 00:00:01,0.000277777777777778,0.0909090909090909,0.0909090909090909
"175","Jenna","LO4","190","open","pre","larrea","malacothrix","4.12.2017","1:05:33",11,"","syrphid","syrphid","Y","","","0:39:15","0:57:39","0:18:24",1,1,"","","4.12.2017 190 LO4 open pre","LO44.12.2017",2019-03-04 00:18:24,0.306666666666667,0.0909090909090909,0.0909090909090909
"176","Jenna","LO4","190","open","pre","larrea","malacothrix","4.12.2017","1:05:33",11,"","halictus?","halictus/colletes/eucera","Y","","","0:41:48","0:43:13","0:01:25",3,3,"","","4.12.2017 190 LO4 open pre","LO44.12.2017",2019-03-04 00:01:25,0.0236111111111111,0.272727272727273,0.272727272727273
"177","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",13,"","syrphid","syrphid","Y","","","0:01:32","0:02:42","0:01:10",1,1,"","","4.12.2017 189 LO5 open pre","LO54.12.2017",2019-03-04 00:01:10,0.0194444444444444,0.0769230769230769,0.0769230769230769
"178","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",13,"","syrphid","syrphid","Y","flower is facing away, don't see fly away","","0:11:50","0:12:05","0:00:15",1,1,"","","4.12.2017 189 LO5 open pre","LO54.12.2017",2019-03-04 00:00:15,0.00416666666666667,0.0769230769230769,0.0769230769230769
"179","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",13,"","syrphid","syrphid","Y","touchdown","","0:13:40","0:13:41","0:00:01",1,1,"","","4.12.2017 189 LO5 open pre","LO54.12.2017",2019-03-04 00:00:01,0.000277777777777778,0.0769230769230769,0.0769230769230769
"180","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",13,"","syrphid","syrphid","Y","","","0:20:36","0:21:10","0:00:34",3,3,"","","4.12.2017 189 LO5 open pre","LO54.12.2017",2019-03-04 00:00:34,0.00944444444444444,0.230769230769231,0.230769230769231
"181","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",13,"","syrphid","syrphid","Y","","","0:30:18","0:37:03","0:06:45",2,2,"","","4.12.2017 189 LO5 open pre","LO54.12.2017",2019-03-04 00:06:45,0.1125,0.153846153846154,0.153846153846154
"182","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",13,"","syrphid","syrphid","Y","don't see it fly away","","0:32:40","0:34:21","0:01:41",3,3,"","","4.12.2017 189 LO5 open pre","LO54.12.2017",2019-03-04 00:01:41,0.0280555555555556,0.230769230769231,0.230769230769231
"183","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",13,"","syrphid","syrphid","Y","","","0:45:13","0:45:23","0:00:10",1,1,"","","4.12.2017 189 LO5 open pre","LO54.12.2017",2019-03-04 00:00:10,0.00277777777777778,0.0769230769230769,0.0769230769230769
"184","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",13,"","syrphid","syrphid","Y","","","1:12:50","1:17:13","0:04:23",2,2,"","","4.12.2017 189 LO5 open pre","LO54.12.2017",2019-03-04 00:04:23,0.0730555555555556,0.153846153846154,0.153846153846154
"185","Jenna","LO6","293","open","pre","larrea","malacothrix","4.12.2017","1:18:33",6,"","syrphid","syrphid","Y","","","0:07:03","0:08:09","0:01:06",1,1,"","","4.12.2017 293 LO6 open pre","LO64.12.2017",2019-03-04 00:01:06,0.0183333333333333,0.166666666666667,0.166666666666667
"186","Jenna","LO6","293","open","pre","larrea","malacothrix","4.12.2017","1:18:33",6,"","syrphid","syrphid","Y","","","0:08:19","0:09:45","0:01:26",1,1,"","","4.12.2017 293 LO6 open pre","LO64.12.2017",2019-03-04 00:01:26,0.0238888888888889,0.166666666666667,0.166666666666667
"187","Jenna","LO6","293","open","pre","larrea","malacothrix","4.12.2017","1:18:33",6,"","syrphid","syrphid","Y","outer part of flower","","0:17:27","0:17:28","0:00:01",1,1,"","","4.12.2017 293 LO6 open pre","LO64.12.2017",2019-03-04 00:00:01,0.000277777777777778,0.166666666666667,0.166666666666667
"188","Jenna","LO6","293","open","pre","larrea","malacothrix","4.12.2017","1:18:33",6,"","syrphid","syrphid","Y","","","0:18:35","0:18:40","0:00:05",1,1,"","","4.12.2017 293 LO6 open pre","LO64.12.2017",2019-03-04 00:00:05,0.00138888888888889,0.166666666666667,0.166666666666667
"189","Jenna","LS1","263","shrub","pre","larrea","malacothrix","4.12.2017","1:28:14",6,"","tiny black?","beetle?","Y","","","0:00:00","0:10:56","0:10:56",1,1,"","","4.12.2017 263 LS1 shrub pre","LS14.12.2017",2019-03-04 00:10:56,0.182222222222222,0.166666666666667,0.166666666666667
"190","Jenna","LS1","263","shrub","pre","larrea","malacothrix","4.12.2017","1:28:14",6,"","small black","beefly","Y","","","0:07:31","0:12:07","0:04:36",2,2,"","","4.12.2017 263 LS1 shrub pre","LS14.12.2017",2019-03-04 00:04:36,0.0766666666666667,0.333333333333333,0.333333333333333
"191","Jenna","LS2","272","shrub","pre","larrea","malacothrix","4.12.2017","1:40:05",8,"","syrphid","syrphid","Y","","","0:10:32","0:10:38","0:00:06",2,2,"","","4.12.2017 272 LS2 shrub pre","LS24.12.2017",2019-03-04 00:00:06,0.00166666666666667,0.25,0.25
"192","Jenna","LS2","272","shrub","pre","larrea","malacothrix","4.12.2017","1:40:05",8,"","syrphid","syrphid","Y","","","0:12:57","0:13:15","0:00:18",2,2,"","","4.12.2017 272 LS2 shrub pre","LS24.12.2017",2019-03-04 00:00:18,0.005,0.25,0.25
"193","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",7,"","syrphid","syrphid","Y","","","0:03:10","0:05:00","0:01:50",1,1,"","","4.12.2017 296 LS3 shrub pre","LS34.12.2017",2019-03-04 00:01:50,0.0305555555555556,0.142857142857143,0.142857142857143
"194","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",7,"","syrphid?","small bee","Y","","","0:10:20","0:11:44","0:01:24",1,1,"","","4.12.2017 296 LS3 shrub pre","LS34.12.2017",2019-03-04 00:01:24,0.0233333333333333,0.142857142857143,0.142857142857143
"195","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",7,"","syrphid?","syrphid","Y","disappears from sight","","0:13:36","0:18:40","0:05:04",1,1,"","","4.12.2017 296 LS3 shrub pre","LS34.12.2017",2019-03-04 00:05:04,0.0844444444444444,0.142857142857143,0.142857142857143
"196","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",7,"","syrphid","syrphid","Y","","","0:21:40","0:22:13","0:00:33",2,2,"","","4.12.2017 296 LS3 shrub pre","LS34.12.2017",2019-03-04 00:00:33,0.00916666666666667,0.285714285714286,0.285714285714286
"197","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",7,"sulphur","lep","pieridae","Y","orange and black, wing wing outsides black spot","","0:31:08","0:31:28","0:00:20",1,1,"","","4.12.2017 296 LS3 shrub pre","LS34.12.2017",2019-03-04 00:00:20,0.00555555555555556,0.142857142857143,0.142857142857143
"198","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",7,"","syrphid?","syrphid","Y","","","0:33:07","0:33:21","0:00:14",1,1,"","","4.12.2017 296 LS3 shrub pre","LS34.12.2017",2019-03-04 00:00:14,0.00388888888888889,0.142857142857143,0.142857142857143
"199","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",7,"","syrphid","syrphid","Y","","","0:33:40","0:33:59","0:00:19",1,1,"","","4.12.2017 296 LS3 shrub pre","LS34.12.2017",2019-03-04 00:00:19,0.00527777777777778,0.142857142857143,0.142857142857143
"200","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",7,"","syrphid","syrphid","Y","","","0:40:18","0:41:09","0:00:51",2,2,"","","4.12.2017 296 LS3 shrub pre","LS34.12.2017",2019-03-04 00:00:51,0.0141666666666667,0.285714285714286,0.285714285714286
"201","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",7,"","syrphid","syrphid","Y","","","0:43:14","0:43:47","0:00:33",1,1,"","","4.12.2017 296 LS3 shrub pre","LS34.12.2017",2019-03-04 00:00:33,0.00916666666666667,0.142857142857143,0.142857142857143
"202","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",7,"","syrphid","syrphid","Y","","","0:53:27","0:53:34","0:00:07",1,1,"","","4.12.2017 296 LS3 shrub pre","LS34.12.2017",2019-03-04 00:00:07,0.00194444444444444,0.142857142857143,0.142857142857143
"203","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",7,"","honeybee?","honeybee","Y","flew from amsinckia","","0:59:56","1:00:13","0:00:17",1,1,"","","4.12.2017 296 LS3 shrub pre","LS34.12.2017",2019-03-04 00:00:17,0.00472222222222222,0.142857142857143,0.142857142857143
"204","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",7,"","syrphid","syrphid","Y","","","1:05:40","1:05:41","0:00:01",1,1,"","","4.12.2017 296 LS3 shrub pre","LS34.12.2017",2019-03-04 00:00:01,0.000277777777777778,0.142857142857143,0.142857142857143
"205","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",7,"","syrphid","syrphid","Y","still on flower at end","","1:06:06","1:07:06","0:01:00",2,2,"","","4.12.2017 296 LS3 shrub pre","LS34.12.2017",2019-03-04 00:01:00,0.0166666666666667,0.285714285714286,0.285714285714286
"206","Jenna","LS4","190","shrub","pre","larrea","malacothrix","4.12.2017","0:56:18",10,"","syrphid?","syrphid","Y","","","0:09:23","0:09:31","0:00:08",1,1,"","","4.12.2017 190 LS4 shrub pre","LS44.12.2017",2019-03-04 00:00:08,0.00222222222222222,0.1,0.1
"207","Jenna","LS4","190","shrub","pre","larrea","malacothrix","4.12.2017","0:56:18",10,"","syrphid","syrphid","Y","","","0:14:18","0:14:34","0:00:16",1,1,"","","4.12.2017 190 LS4 shrub pre","LS44.12.2017",2019-03-04 00:00:16,0.00444444444444444,0.1,0.1
"208","Jenna","LS4","190","shrub","pre","larrea","malacothrix","4.12.2017","0:56:18",10,"","syrphid","bee - halictus/eucera/etc","Y","","","0:40:42","0:41:22","0:00:40",1,1,"","","4.12.2017 190 LS4 shrub pre","LS44.12.2017",2019-03-04 00:00:40,0.0111111111111111,0.1,0.1
"209","Jenna","LS4","190","shrub","pre","larrea","malacothrix","4.12.2017","0:56:18",10,"","syrphid","bee - halictus/eucera/etc","Y","","","0:49:46","0:50:17","0:00:31",3,3,"","","4.12.2017 190 LS4 shrub pre","LS44.12.2017",2019-03-04 00:00:31,0.00861111111111111,0.3,0.3
"210","Jenna","LS4","190","shrub","pre","larrea","malacothrix","4.12.2017","0:56:18",10,"","syrphid","bee","Y","","","0:50:49","0:51:20","0:00:31",2,2,"","","4.12.2017 190 LS4 shrub pre","LS44.12.2017",2019-03-04 00:00:31,0.00861111111111111,0.2,0.2
"211","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",15,"","fly","fly ","Y","touchdown on outer portion of flower","","0:01:04","0:01:05","0:00:01",1,1,"","","4.12.2017 189 LS5 shrub pre","LS54.12.2017",2019-03-04 00:00:01,0.000277777777777778,0.0666666666666667,0.0666666666666667
"212","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",15,"","syrphid","syrphid","Y","","","0:10:00","0:10:34","0:00:34",1,1,"","","4.12.2017 189 LS5 shrub pre","LS54.12.2017",2019-03-04 00:00:34,0.00944444444444444,0.0666666666666667,0.0666666666666667
"213","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",15,"","fly?","fly","Y","disappears","","0:10:45","0:20:09","0:09:24",1,1,"","","4.12.2017 189 LS5 shrub pre","LS54.12.2017",2019-03-04 00:09:24,0.156666666666667,0.0666666666666667,0.0666666666666667
"214","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",15,"","syrphid","syrphid","Y","","","0:19:48","0:20:45","0:00:57",2,2,"","","4.12.2017 189 LS5 shrub pre","LS54.12.2017",2019-03-04 00:00:57,0.0158333333333333,0.133333333333333,0.133333333333333
"215","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",15,"","syrphid","syrphid","Y","","","0:21:47","0:23:36","0:01:49",1,1,"","","4.12.2017 189 LS5 shrub pre","LS54.12.2017",2019-03-04 00:01:49,0.0302777777777778,0.0666666666666667,0.0666666666666667
"216","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",15,"","syrphid","syrphid","Y","","","0:24:46","0:25:29","0:00:43",1,1,"","","4.12.2017 189 LS5 shrub pre","LS54.12.2017",2019-03-04 00:00:43,0.0119444444444444,0.0666666666666667,0.0666666666666667
"217","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",15,"","syrphid","syrphid","Y","","","0:35:51","0:36:52","0:01:01",3,3,"","","4.12.2017 189 LS5 shrub pre","LS54.12.2017",2019-03-04 00:01:01,0.0169444444444444,0.2,0.2
"218","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",15,"","syrphid","syrphid","Y","","","1:03:14","1:04:26","0:01:12",1,1,"","","4.12.2017 189 LS5 shrub pre","LS54.12.2017",2019-03-04 00:01:12,0.02,0.0666666666666667,0.0666666666666667
"219","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",6,"","small black","beetle","Y","disappears","","0:00:00","0:25:50","0:25:50",1,1,"","","4.13.2017 262 LO1 open pre","LO14.13.2017",2019-03-04 00:25:50,0.430555555555556,0.166666666666667,0.166666666666667
"220","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",6,"","syrphid","syrphid","Y","","","0:17:45","0:19:12","0:01:27",1,1,"","","4.13.2017 262 LO1 open pre","LO14.13.2017",2019-03-04 00:01:27,0.0241666666666667,0.166666666666667,0.166666666666667
"221","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",6,"","syrphid","syrphid","Y","","","0:18:24","0:18:44","0:00:20",1,1,"","","4.13.2017 262 LO1 open pre","LO14.13.2017",2019-03-04 00:00:20,0.00555555555555556,0.166666666666667,0.166666666666667
"222","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",6,"","beetle?","syrphid?","Y","flies  like fly, no elytra","","0:50:17","1:32:24","0:42:07",1,1,"","","4.13.2017 262 LO1 open pre","LO14.13.2017",2019-03-04 00:42:07,0.701944444444444,0.166666666666667,0.166666666666667
"223","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",6,"","syrphid","syrphid","Y","","","1:14:19","1:14:47","0:00:28",1,1,"0:08:18","","4.13.2017 262 LO1 open pre","LO14.13.2017",2019-03-04 00:00:28,0.00777777777777778,0.166666666666667,0.166666666666667
"224","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",6,"","syrphid","syrphid","Y","","","1:15:47","1:15:54","0:00:07",1,1,"0:09:46","","4.13.2017 262 LO1 open pre","LO14.13.2017",2019-03-04 00:00:07,0.00194444444444444,0.166666666666667,0.166666666666667
"225","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",6,"","syrphid","syrphid","Y","","","1:26:04","1:31:49","0:05:45",1,1,"0:20:03","","4.13.2017 262 LO1 open pre","LO14.13.2017",2019-03-04 00:05:45,0.0958333333333333,0.166666666666667,0.166666666666667
"226","Jenna","LO2","180","open","pre","larrea","malacothrix","4.13.2017","1:32:33",7,"","syrphid","syrphid","Y","","","0:16:54","0:17:24","0:00:30",1,1,"","","4.13.2017 180 LO2 open pre","LO24.13.2017",2019-03-04 00:00:30,0.00833333333333333,0.142857142857143,0.142857142857143
"227","Jenna","LO2","180","open","pre","larrea","malacothrix","4.13.2017","1:32:33",7,"","syrphid","syrphid","Y","","","0:33:41","0:33:43","0:00:02",1,1,"","","4.13.2017 180 LO2 open pre","LO24.13.2017",2019-03-04 00:00:02,0.000555555555555556,0.142857142857143,0.142857142857143
"228","Jenna","LO2","180","open","pre","larrea","malacothrix","4.13.2017","1:32:33",7,"","small syrphid?","bombyliid ","Y","touchdown","","0:41:50","0:41:51","0:00:01",1,1,"","","4.13.2017 180 LO2 open pre","LO24.13.2017",2019-03-04 00:00:01,0.000277777777777778,0.142857142857143,0.142857142857143
"229","Jenna","LO2","180","open","pre","larrea","malacothrix","4.13.2017","1:32:33",7,"flies on off","syrphid?beetle?","bombyliid - or beetle? Has humped scutellum like bombyliid","Y","","","0:49:52","0:55:11","0:05:19",1,1,"","","4.13.2017 180 LO2 open pre","LO24.13.2017",2019-03-04 00:05:19,0.0886111111111111,0.142857142857143,0.142857142857143
"230","Jenna","LO2","180","open","pre","larrea","malacothrix","4.13.2017","1:32:33",7,"","syrphid?","syrphid","Y","","","0:57:00","1:00:35","0:03:35",1,1,"","","4.13.2017 180 LO2 open pre","LO24.13.2017",2019-03-04 00:03:35,0.0597222222222222,0.142857142857143,0.142857142857143
"231","Jenna","LO2","180","open","pre","larrea","malacothrix","4.13.2017","1:32:33",7,"","syrphid","syrphid","Y","","","1:01:09","1:01:13","0:00:04",1,1,"1:06:01","","4.13.2017 180 LO2 open pre","LO24.13.2017",2019-03-04 00:00:04,0.00111111111111111,0.142857142857143,0.142857142857143
"232","Jenna","LO2","180","open","pre","larrea","malacothrix","4.13.2017","1:32:33",7,"","syrphid?","syrphid","Y","","","1:24:40","1:24:43","0:00:03",1,1,"0:18:39","","4.13.2017 180 LO2 open pre","LO24.13.2017",2019-03-04 00:00:03,0.000833333333333333,0.142857142857143,0.142857142857143
"233","Jenna","LO2","180","open","pre","larrea","malacothrix","4.13.2017","1:32:33",7,"","fly?","bee? Or bombyliid","Y","","","1:28:15","1:29:03","0:00:48",1,1,"0:22:14","","4.13.2017 180 LO2 open pre","LO24.13.2017",2019-03-04 00:00:48,0.0133333333333333,0.142857142857143,0.142857142857143
"234","Jenna","LO3","186","open","pre","larrea","malacothrix","4.13.2017","1:02:41",7,"","syrphid","syrphid","Y","","","0:03:09","0:04:04","0:00:55",2,2,"","","4.13.2017 186 LO3 open pre","LO34.13.2017",2019-03-04 00:00:55,0.0152777777777778,0.285714285714286,0.285714285714286
"235","Jenna","LO3","186","open","pre","larrea","malacothrix","4.13.2017","1:02:41",7,"","syrphid","syrphid","Y","","","0:09:42","0:10:20","0:00:38",1,1,"","","4.13.2017 186 LO3 open pre","LO34.13.2017",2019-03-04 00:00:38,0.0105555555555556,0.142857142857143,0.142857142857143
"236","Jenna","LO3","186","open","pre","larrea","malacothrix","4.13.2017","1:02:41",7,"","syrphid","syrphid","Y","","","0:10:30","0:10:41","0:00:11",1,1,"","","4.13.2017 186 LO3 open pre","LO34.13.2017",2019-03-04 00:00:11,0.00305555555555556,0.142857142857143,0.142857142857143
"237","Jenna","LO3","186","open","pre","larrea","malacothrix","4.13.2017","1:02:41",7,"","ladybeetle","ladybeetle","Y","leaves flower to stem","on stem until 30:34","0:29:36","0:29:56","0:00:20",1,1,"","","4.13.2017 186 LO3 open pre","LO34.13.2017",2019-03-04 00:00:20,0.00555555555555556,0.142857142857143,0.142857142857143
"238","Jenna","LO3","186","open","pre","larrea","malacothrix","4.13.2017","1:02:41",7,"","tiny black","small fly?","Y","","","0:31:48","0:31:54","0:00:06",1,1,"","","4.13.2017 186 LO3 open pre","LO34.13.2017",2019-03-04 00:00:06,0.00166666666666667,0.142857142857143,0.142857142857143
"239","Jenna","LO3","186","open","pre","larrea","malacothrix","4.13.2017","1:02:41",7,"","fly?","small fly?","Y","","","0:55:55","0:57:25","0:01:30",1,1,"","","4.13.2017 186 LO3 open pre","LO34.13.2017",2019-03-04 00:01:30,0.025,0.142857142857143,0.142857142857143
"240","Jenna","LO3","186","open","pre","larrea","malacothrix","4.13.2017","1:02:41",7,"","syrphid","syrphid","Y","mostly on outside of flower","","0:57:27","0:57:33","0:00:06",1,1,"","","4.13.2017 186 LO3 open pre","LO34.13.2017",2019-03-04 00:00:06,0.00166666666666667,0.142857142857143,0.142857142857143
"241","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","syrphid","syrphid","Y","","","0:00:00","0:03:22","0:03:22",1,1,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:03:22,0.0561111111111111,0.111111111111111,0.111111111111111
"242","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","syrphid?","syrphid","Y","","","0:03:04","0:04:19","0:01:15",1,1,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:01:15,0.0208333333333333,0.111111111111111,0.111111111111111
"243","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","syrphid","syrphid","Y","","","0:09:12","0:11:34","0:02:22",2,2,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:02:22,0.0394444444444444,0.222222222222222,0.222222222222222
"244","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","syrphid","syrphid","Y","","","0:18:53","0:19:48","0:00:55",1,1,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:00:55,0.0152777777777778,0.111111111111111,0.111111111111111
"245","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","syrphid","syrphid","Y","","","0:26:22","0:27:16","0:00:54",1,1,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:00:54,0.015,0.111111111111111,0.111111111111111
"246","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","small black","beetle?","Y","falls off flower","","0:28:33","0:45:57","0:17:24",1,1,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:17:24,0.29,0.111111111111111,0.111111111111111
"247","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","syrphid","syrphid","Y","","","0:30:54","0:32:50","0:01:56",1,1,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:01:56,0.0322222222222222,0.111111111111111,0.111111111111111
"248","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","syrphid","syrphid","Y","touchdown","","0:31:22","0:31:23","0:00:01",1,1,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:00:01,0.000277777777777778,0.111111111111111,0.111111111111111
"249","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","syrphid","syrphid","Y","","","0:32:14","0:32:26","0:00:12",1,1,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:00:12,0.00333333333333333,0.111111111111111,0.111111111111111
"250","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","syrphid","syrphid","Y","this is one of previous 1 above or 3 above syrphids but can't tell which","","0:33:00","0:34:36","0:01:36",1,1,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:01:36,0.0266666666666667,0.111111111111111,0.111111111111111
"251","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","syrphid","syrphid","Y","","","0:40:05","0:41:25","0:01:20",2,2,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:01:20,0.0222222222222222,0.222222222222222,0.222222222222222
"252","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","syrphid","syrphid","Y","","","0:45:14","0:45:20","0:00:06",1,1,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:00:06,0.00166666666666667,0.111111111111111,0.111111111111111
"253","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","syrphid","syrphid","Y","disturbed by individual below","","0:50:37","0:53:59","0:03:22",1,1,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:03:22,0.0561111111111111,0.111111111111111,0.111111111111111
"254","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","syrphid","syrphid","Y","disturbed bye above","","0:54:01","0:54:13","0:00:12",1,1,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:00:12,0.00333333333333333,0.111111111111111,0.111111111111111
"255","Jenna","LO4","192","open","pre","larrea","malacothrix","4.13.2017","0:59:46",9,"","syrphid","syrphid","Y","one of the 2 above","","0:54:19","0:56:43","0:02:24",1,1,"","","4.13.2017 192 LO4 open pre","LO44.13.2017",2019-03-04 00:02:24,0.04,0.111111111111111,0.111111111111111
"256","Jenna","LO5","199","open","pre","larrea","malacothrix","4.13.2017","1:16:44",11,"","fly?","syrphid","Y","","","0:07:45","0:08:00","0:00:15",1,1,"","","4.13.2017 199 LO5 open pre","LO54.13.2017",2019-03-04 00:00:15,0.00416666666666667,0.0909090909090909,0.0909090909090909
"257","Jenna","LO5","199","open","pre","larrea","malacothrix","4.13.2017","1:16:44",11,"","syrphid","syrphid","Y","","","0:19:08","0:20:34","0:01:26",1,1,"","","4.13.2017 199 LO5 open pre","LO54.13.2017",2019-03-04 00:01:26,0.0238888888888889,0.0909090909090909,0.0909090909090909
"258","Jenna","LO5","199","open","pre","larrea","malacothrix","4.13.2017","1:16:44",11,"","syrphid","syrphid","Y","","","0:21:33","0:25:36","0:04:03",1,1,"","","4.13.2017 199 LO5 open pre","LO54.13.2017",2019-03-04 00:04:03,0.0675,0.0909090909090909,0.0909090909090909
"259","Jenna","LO5","199","open","pre","larrea","malacothrix","4.13.2017","1:16:44",11,"","syrphid","syrphid","Y","","","0:28:22","0:28:26","0:00:04",1,1,"","","4.13.2017 199 LO5 open pre","LO54.13.2017",2019-03-04 00:00:04,0.00111111111111111,0.0909090909090909,0.0909090909090909
"260","Jenna","LO5","199","open","pre","larrea","malacothrix","4.13.2017","1:16:44",11,"","syrphid","syrphid","Y","","","0:33:05","0:35:43","0:02:38",1,1,"","","4.13.2017 199 LO5 open pre","LO54.13.2017",2019-03-04 00:02:38,0.0438888888888889,0.0909090909090909,0.0909090909090909
"261","Jenna","LO5","199","open","pre","larrea","malacothrix","4.13.2017","1:16:44",11,"","syrphid","syrphid","Y","","","0:43:56","0:44:02","0:00:06",1,1,"","","4.13.2017 199 LO5 open pre","LO54.13.2017",2019-03-04 00:00:06,0.00166666666666667,0.0909090909090909,0.0909090909090909
