"","PlantID","treatment","flowering","Date","TimeOut","flowers.shrub","flowers.pot","het.shrub.blooming.neighbours","het.cactus.blooming.neighbours","understory.richness","het.annual.floral.density","understory.assoc","uniID","rtu","total.visits","total.flowers","Length","pos.Length","dec.Length","visits.per.hour","flowers.per.hour"
"1","146","open","pre","4.10.2017","13:06",0,"18",0,0,5,0,"NO","LO14.10.2017","syrphid",18,35,"1:22:51",2018-06-18 01:22:51,1.38083333333333,13.0356065178033,25.3470126735063
"2","146","open","pre","4.10.2017","13:06",0,"18",0,0,5,0,"NO","LO14.10.2017","bee",2,5,"1:22:51",2018-06-18 01:22:51,1.38083333333333,1.44840072420036,3.62100181050091
"3","146","open","pre","4.10.2017","13:06",0,"18",0,0,5,0,"NO","LO14.10.2017","other",0,0,"1:22:51",2018-06-18 01:22:51,1.38083333333333,0,0
"4","146","open","pre","4.10.2017","13:06",0,"18",0,0,5,0,"NO","LO14.10.2017","bombylid",0,0,"1:22:51",2018-06-18 01:22:51,1.38083333333333,0,0
"5","146","open","pre","4.10.2017","13:06",0,"18",0,0,5,0,"NO","LO14.10.2017","lep",0,0,"1:22:51",2018-06-18 01:22:51,1.38083333333333,0,0
"6","146","open","pre","4.10.2017","13:06",0,"18",0,0,5,0,"NO","LO14.10.2017","honeybee",0,0,"1:22:51",2018-06-18 01:22:51,1.38083333333333,0,0
"7","146","shrub","pre","4.10.2017","13:06",0,"11",0,0,3,1,"NO","LS14.10.2017","syrphid",6,8,"1:37:04",2018-06-18 01:37:04,1.61777777777778,3.70879120879121,4.94505494505495
"8","146","shrub","pre","4.10.2017","13:06",0,"11",0,0,3,1,"NO","LS14.10.2017","bee",1,2,"1:37:04",2018-06-18 01:37:04,1.61777777777778,0.618131868131868,1.23626373626374
"9","146","shrub","pre","4.10.2017","13:06",0,"11",0,0,3,1,"NO","LS14.10.2017","other",0,0,"1:37:04",2018-06-18 01:37:04,1.61777777777778,0,0
"10","146","shrub","pre","4.10.2017","13:06",0,"11",0,0,3,1,"NO","LS14.10.2017","bombylid",0,0,"1:37:04",2018-06-18 01:37:04,1.61777777777778,0,0
"11","146","shrub","pre","4.10.2017","13:06",0,"11",0,0,3,1,"NO","LS14.10.2017","lep",0,0,"1:37:04",2018-06-18 01:37:04,1.61777777777778,0,0
"12","146","shrub","pre","4.10.2017","13:06",0,"11",0,0,3,1,"NO","LS14.10.2017","honeybee",0,0,"1:37:04",2018-06-18 01:37:04,1.61777777777778,0,0
"13","193","open","pre","4.10.2017","13:08",0,"8",0,0,3,1,"NO","LO24.10.2017","syrphid",24,33,"1:30:48",2018-06-18 01:30:48,1.51333333333333,15.8590308370044,21.8061674008811
"14","193","open","pre","4.10.2017","13:08",0,"8",0,0,3,1,"NO","LO24.10.2017","bee",0,0,"1:30:48",2018-06-18 01:30:48,1.51333333333333,0,0
"15","193","open","pre","4.10.2017","13:08",0,"8",0,0,3,1,"NO","LO24.10.2017","other",0,0,"1:30:48",2018-06-18 01:30:48,1.51333333333333,0,0
"16","193","open","pre","4.10.2017","13:08",0,"8",0,0,3,1,"NO","LO24.10.2017","bombylid",0,0,"1:30:48",2018-06-18 01:30:48,1.51333333333333,0,0
"17","193","open","pre","4.10.2017","13:08",0,"8",0,0,3,1,"NO","LO24.10.2017","lep",0,0,"1:30:48",2018-06-18 01:30:48,1.51333333333333,0,0
"18","193","open","pre","4.10.2017","13:08",0,"8",0,0,3,1,"NO","LO24.10.2017","honeybee",0,0,"1:30:48",2018-06-18 01:30:48,1.51333333333333,0,0
"19","193","shrub","pre","4.10.2017","13:08",0,"12",0,0,4,0,"NO","LS24.10.2017","syrphid",8,9,"1:40:22",2018-06-18 01:40:22,1.67277777777778,4.78246429757556,5.3802723347725
"20","193","shrub","pre","4.10.2017","13:08",0,"12",0,0,4,0,"NO","LS24.10.2017","bee",0,0,"1:40:22",2018-06-18 01:40:22,1.67277777777778,0,0
"21","193","shrub","pre","4.10.2017","13:08",0,"12",0,0,4,0,"NO","LS24.10.2017","other",0,0,"1:40:22",2018-06-18 01:40:22,1.67277777777778,0,0
"22","193","shrub","pre","4.10.2017","13:08",0,"12",0,0,4,0,"NO","LS24.10.2017","bombylid",0,0,"1:40:22",2018-06-18 01:40:22,1.67277777777778,0,0
"23","193","shrub","pre","4.10.2017","13:08",0,"12",0,0,4,0,"NO","LS24.10.2017","lep",0,0,"1:40:22",2018-06-18 01:40:22,1.67277777777778,0,0
"24","193","shrub","pre","4.10.2017","13:08",0,"12",0,0,4,0,"NO","LS24.10.2017","honeybee",0,0,"1:40:22",2018-06-18 01:40:22,1.67277777777778,0,0
"25","187","open","pre","4.10.2017","13:13",0,"12",0,0,4,19,"NO","LO34.10.2017","syrphid",9,13,"0:52:39",2018-06-18 00:52:39,0.8775,10.2564102564103,14.8148148148148
"26","187","open","pre","4.10.2017","13:13",0,"12",0,0,4,19,"NO","LO34.10.2017","bee",0,0,"0:52:39",2018-06-18 00:52:39,0.8775,0,0
"27","187","open","pre","4.10.2017","13:13",0,"12",0,0,4,19,"NO","LO34.10.2017","other",1,1,"0:52:39",2018-06-18 00:52:39,0.8775,1.13960113960114,1.13960113960114
"28","187","open","pre","4.10.2017","13:13",0,"12",0,0,4,19,"NO","LO34.10.2017","bombylid",0,0,"0:52:39",2018-06-18 00:52:39,0.8775,0,0
"29","187","open","pre","4.10.2017","13:13",0,"12",0,0,4,19,"NO","LO34.10.2017","lep",0,0,"0:52:39",2018-06-18 00:52:39,0.8775,0,0
"30","187","open","pre","4.10.2017","13:13",0,"12",0,0,4,19,"NO","LO34.10.2017","honeybee",0,0,"0:52:39",2018-06-18 00:52:39,0.8775,0,0
"31","187","shrub","pre","4.10.2017","13:13",0,"15",0,0,4,2,"NO","LS34.10.2017","syrphid",5,5,"0:43:00",2018-06-18 00:43:00,0.716666666666667,6.97674418604651,6.97674418604651
"32","187","shrub","pre","4.10.2017","13:13",0,"15",0,0,4,2,"NO","LS34.10.2017","bee",0,0,"0:43:00",2018-06-18 00:43:00,0.716666666666667,0,0
"33","187","shrub","pre","4.10.2017","13:13",0,"15",0,0,4,2,"NO","LS34.10.2017","other",0,0,"0:43:00",2018-06-18 00:43:00,0.716666666666667,0,0
"34","187","shrub","pre","4.10.2017","13:13",0,"15",0,0,4,2,"NO","LS34.10.2017","bombylid",0,0,"0:43:00",2018-06-18 00:43:00,0.716666666666667,0,0
"35","187","shrub","pre","4.10.2017","13:13",0,"15",0,0,4,2,"NO","LS34.10.2017","lep",0,0,"0:43:00",2018-06-18 00:43:00,0.716666666666667,0,0
"36","187","shrub","pre","4.10.2017","13:13",0,"15",0,0,4,2,"NO","LS34.10.2017","honeybee",0,0,"0:43:00",2018-06-18 00:43:00,0.716666666666667,0,0
"37","288","open","pre","4.10.2017","13:17",0,"7",1,0,3,0,"NO","LO44.10.2017","syrphid",7,7,"0:39:39",2018-06-18 00:39:39,0.660833333333333,10.5926860025221,10.5926860025221
"38","288","open","pre","4.10.2017","13:17",0,"7",1,0,3,0,"NO","LO44.10.2017","bee",0,0,"0:39:39",2018-06-18 00:39:39,0.660833333333333,0,0
"39","288","open","pre","4.10.2017","13:17",0,"7",1,0,3,0,"NO","LO44.10.2017","other",1,1,"0:39:39",2018-06-18 00:39:39,0.660833333333333,1.51324085750315,1.51324085750315
"40","288","open","pre","4.10.2017","13:17",0,"7",1,0,3,0,"NO","LO44.10.2017","bombylid",0,0,"0:39:39",2018-06-18 00:39:39,0.660833333333333,0,0
"41","288","open","pre","4.10.2017","13:17",0,"7",1,0,3,0,"NO","LO44.10.2017","lep",0,0,"0:39:39",2018-06-18 00:39:39,0.660833333333333,0,0
"42","288","open","pre","4.10.2017","13:17",0,"7",1,0,3,0,"NO","LO44.10.2017","honeybee",0,0,"0:39:39",2018-06-18 00:39:39,0.660833333333333,0,0
"43","288","shrub","pre","4.10.2017","13:17",0,"8",1,0,3,0,"NO","LS44.10.2017","syrphid",4,4,"0:45:38",2018-06-18 00:45:38,0.760555555555556,5.25931336742148,5.25931336742148
"44","288","shrub","pre","4.10.2017","13:17",0,"8",1,0,3,0,"NO","LS44.10.2017","bee",0,0,"0:45:38",2018-06-18 00:45:38,0.760555555555556,0,0
"45","288","shrub","pre","4.10.2017","13:17",0,"8",1,0,3,0,"NO","LS44.10.2017","other",0,0,"0:45:38",2018-06-18 00:45:38,0.760555555555556,0,0
"46","288","shrub","pre","4.10.2017","13:17",0,"8",1,0,3,0,"NO","LS44.10.2017","bombylid",0,0,"0:45:38",2018-06-18 00:45:38,0.760555555555556,0,0
"47","288","shrub","pre","4.10.2017","13:17",0,"8",1,0,3,0,"NO","LS44.10.2017","lep",0,0,"0:45:38",2018-06-18 00:45:38,0.760555555555556,0,0
"48","288","shrub","pre","4.10.2017","13:17",0,"8",1,0,3,0,"NO","LS44.10.2017","honeybee",0,0,"0:45:38",2018-06-18 00:45:38,0.760555555555556,0,0
"49","266","shrub","pre","4.10.2017","13:27",0,"5",0,0,2,0,"NO","LS54.10.2017","syrphid",2,3,"0:47:32",2018-06-18 00:47:32,0.792222222222222,2.52454417952314,3.78681626928471
"50","266","shrub","pre","4.10.2017","13:27",0,"5",0,0,2,0,"NO","LS54.10.2017","bee",0,0,"0:47:32",2018-06-18 00:47:32,0.792222222222222,0,0
"51","266","shrub","pre","4.10.2017","13:27",0,"5",0,0,2,0,"NO","LS54.10.2017","other",1,1,"0:47:32",2018-06-18 00:47:32,0.792222222222222,1.26227208976157,1.26227208976157
"52","266","shrub","pre","4.10.2017","13:27",0,"5",0,0,2,0,"NO","LS54.10.2017","bombylid",0,0,"0:47:32",2018-06-18 00:47:32,0.792222222222222,0,0
"53","266","shrub","pre","4.10.2017","13:27",0,"5",0,0,2,0,"NO","LS54.10.2017","lep",0,0,"0:47:32",2018-06-18 00:47:32,0.792222222222222,0,0
"54","266","shrub","pre","4.10.2017","13:27",0,"5",0,0,2,0,"NO","LS54.10.2017","honeybee",0,0,"0:47:32",2018-06-18 00:47:32,0.792222222222222,0,0
"55","273","open","pre","4.10.2017","13:22",0,"10",2,0,2,0,"NO","LO64.10.2017","syrphid",11,16,"0:58:29",2018-06-18 00:58:29,0.974722222222222,11.2852664576803,16.4149330293531
"56","273","open","pre","4.10.2017","13:22",0,"10",2,0,2,0,"NO","LO64.10.2017","bee",0,0,"0:58:29",2018-06-18 00:58:29,0.974722222222222,0,0
"57","273","open","pre","4.10.2017","13:22",0,"10",2,0,2,0,"NO","LO64.10.2017","other",0,0,"0:58:29",2018-06-18 00:58:29,0.974722222222222,0,0
"58","273","open","pre","4.10.2017","13:22",0,"10",2,0,2,0,"NO","LO64.10.2017","bombylid",0,0,"0:58:29",2018-06-18 00:58:29,0.974722222222222,0,0
"59","273","open","pre","4.10.2017","13:22",0,"10",2,0,2,0,"NO","LO64.10.2017","lep",0,0,"0:58:29",2018-06-18 00:58:29,0.974722222222222,0,0
"60","273","open","pre","4.10.2017","13:22",0,"10",2,0,2,0,"NO","LO64.10.2017","honeybee",0,0,"0:58:29",2018-06-18 00:58:29,0.974722222222222,0,0
"61","273","shrub","pre","4.10.2017","13:22",0,"10",2,0,3,3,"NO","LS64.10.2017","syrphid",4,4,"1:17:59",2018-06-18 01:17:59,1.29972222222222,3.0775806796324,3.0775806796324
"62","273","shrub","pre","4.10.2017","13:22",0,"10",2,0,3,3,"NO","LS64.10.2017","bee",1,1,"1:17:59",2018-06-18 01:17:59,1.29972222222222,0.7693951699081,0.7693951699081
"63","273","shrub","pre","4.10.2017","13:22",0,"10",2,0,3,3,"NO","LS64.10.2017","other",0,0,"1:17:59",2018-06-18 01:17:59,1.29972222222222,0,0
"64","273","shrub","pre","4.10.2017","13:22",0,"10",2,0,3,3,"NO","LS64.10.2017","bombylid",0,0,"1:17:59",2018-06-18 01:17:59,1.29972222222222,0,0
"65","273","shrub","pre","4.10.2017","13:22",0,"10",2,0,3,3,"NO","LS64.10.2017","lep",0,0,"1:17:59",2018-06-18 01:17:59,1.29972222222222,0,0
"66","273","shrub","pre","4.10.2017","13:22",0,"10",2,0,3,3,"NO","LS64.10.2017","honeybee",0,0,"1:17:59",2018-06-18 01:17:59,1.29972222222222,0,0
"67","265","open","pre","4.11.2017","13:26",0,"11",4,0,3,0,"NO","LO14.11.2017","syrphid",3,4,"1:34:53",2018-06-18 01:34:53,1.58138888888889,1.89706657298437,2.52942209731249
"68","265","open","pre","4.11.2017","13:26",0,"11",4,0,3,0,"NO","LO14.11.2017","bee",0,0,"1:34:53",2018-06-18 01:34:53,1.58138888888889,0,0
"69","265","open","pre","4.11.2017","13:26",0,"11",4,0,3,0,"NO","LO14.11.2017","other",1,2,"1:34:53",2018-06-18 01:34:53,1.58138888888889,0.632355524328122,1.26471104865624
"70","265","open","pre","4.11.2017","13:26",0,"11",4,0,3,0,"NO","LO14.11.2017","bombylid",0,0,"1:34:53",2018-06-18 01:34:53,1.58138888888889,0,0
"71","265","open","pre","4.11.2017","13:26",0,"11",4,0,3,0,"NO","LO14.11.2017","lep",0,0,"1:34:53",2018-06-18 01:34:53,1.58138888888889,0,0
"72","265","open","pre","4.11.2017","13:26",0,"11",4,0,3,0,"NO","LO14.11.2017","honeybee",0,0,"1:34:53",2018-06-18 01:34:53,1.58138888888889,0,0
"73","289","open","pre","4.11.2017","13:16",0,"7",0,0,2,1,"NO","LO34.11.2017","syrphid",0,0,"0:56:10",2018-06-18 00:56:10,0.936111111111111,0,0
"74","289","open","pre","4.11.2017","13:16",0,"7",0,0,2,1,"NO","LO34.11.2017","bee",0,0,"0:56:10",2018-06-18 00:56:10,0.936111111111111,0,0
"75","289","open","pre","4.11.2017","13:16",0,"7",0,0,2,1,"NO","LO34.11.2017","other",0,0,"0:56:10",2018-06-18 00:56:10,0.936111111111111,0,0
"76","289","open","pre","4.11.2017","13:16",0,"7",0,0,2,1,"NO","LO34.11.2017","bombylid",0,0,"0:56:10",2018-06-18 00:56:10,0.936111111111111,0,0
"77","289","open","pre","4.11.2017","13:16",0,"7",0,0,2,1,"NO","LO34.11.2017","lep",0,0,"0:56:10",2018-06-18 00:56:10,0.936111111111111,0,0
"78","289","open","pre","4.11.2017","13:16",0,"7",0,0,2,1,"NO","LO34.11.2017","honeybee",0,0,"0:56:10",2018-06-18 00:56:10,0.936111111111111,0,0
"79","191","open","pre","4.11.2017","13:12",0,"11",0,0,2,0,"NO","LO44.11.2017","syrphid",1,2,"0:43:38",2018-06-18 00:43:38,0.727222222222222,1.37509549274255,2.7501909854851
"80","191","open","pre","4.11.2017","13:12",0,"11",0,0,2,0,"NO","LO44.11.2017","bee",0,0,"0:43:38",2018-06-18 00:43:38,0.727222222222222,0,0
"81","191","open","pre","4.11.2017","13:12",0,"11",0,0,2,0,"NO","LO44.11.2017","other",1,1,"0:43:38",2018-06-18 00:43:38,0.727222222222222,1.37509549274255,1.37509549274255
"82","191","open","pre","4.11.2017","13:12",0,"11",0,0,2,0,"NO","LO44.11.2017","bombylid",0,0,"0:43:38",2018-06-18 00:43:38,0.727222222222222,0,0
"83","191","open","pre","4.11.2017","13:12",0,"11",0,0,2,0,"NO","LO44.11.2017","lep",0,0,"0:43:38",2018-06-18 00:43:38,0.727222222222222,0,0
"84","191","open","pre","4.11.2017","13:12",0,"11",0,0,2,0,"NO","LO44.11.2017","honeybee",0,0,"0:43:38",2018-06-18 00:43:38,0.727222222222222,0,0
"85","196","open","pre","4.11.2017","13:05",2,"8",0,0,3,12,"NO","LO54.11.2017","syrphid",6,6,"1:15:43",2018-06-18 01:15:43,1.26194444444444,4.75456746643187,4.75456746643187
"86","196","open","pre","4.11.2017","13:05",2,"8",0,0,3,12,"NO","LO54.11.2017","bee",0,0,"1:15:43",2018-06-18 01:15:43,1.26194444444444,0,0
"87","196","open","pre","4.11.2017","13:05",2,"8",0,0,3,12,"NO","LO54.11.2017","other",0,0,"1:15:43",2018-06-18 01:15:43,1.26194444444444,0,0
"88","196","open","pre","4.11.2017","13:05",2,"8",0,0,3,12,"NO","LO54.11.2017","bombylid",0,0,"1:15:43",2018-06-18 01:15:43,1.26194444444444,0,0
"89","196","open","pre","4.11.2017","13:05",2,"8",0,0,3,12,"NO","LO54.11.2017","lep",0,0,"1:15:43",2018-06-18 01:15:43,1.26194444444444,0,0
"90","196","open","pre","4.11.2017","13:05",2,"8",0,0,3,12,"NO","LO54.11.2017","honeybee",0,0,"1:15:43",2018-06-18 01:15:43,1.26194444444444,0,0
"91","194","open","pre","4.11.2017","13:00",0,"9",0,0,2,0,"NO","LO64.11.2017","syrphid",9,11,"1:16:46",2018-06-18 01:16:46,1.27944444444444,7.0343030829353,8.59748154580981
"92","194","open","pre","4.11.2017","13:00",0,"9",0,0,2,0,"NO","LO64.11.2017","bee",0,0,"1:16:46",2018-06-18 01:16:46,1.27944444444444,0,0
"93","194","open","pre","4.11.2017","13:00",0,"9",0,0,2,0,"NO","LO64.11.2017","other",2,3,"1:16:46",2018-06-18 01:16:46,1.27944444444444,1.56317846287451,2.34476769431177
"94","194","open","pre","4.11.2017","13:00",0,"9",0,0,2,0,"NO","LO64.11.2017","bombylid",0,0,"1:16:46",2018-06-18 01:16:46,1.27944444444444,0,0
"95","194","open","pre","4.11.2017","13:00",0,"9",0,0,2,0,"NO","LO64.11.2017","lep",0,0,"1:16:46",2018-06-18 01:16:46,1.27944444444444,0,0
"96","194","open","pre","4.11.2017","13:00",0,"9",0,0,2,0,"NO","LO64.11.2017","honeybee",0,0,"1:16:46",2018-06-18 01:16:46,1.27944444444444,0,0
"97","265","shrub","pre","4.11.2017","13:26",0,"9",4,0,3,1,"NO","LS14.11.2017","syrphid",6,9,"1:38:30",2018-06-18 01:38:30,1.64166666666667,3.65482233502538,5.48223350253807
"98","265","shrub","pre","4.11.2017","13:26",0,"9",4,0,3,1,"NO","LS14.11.2017","bee",0,0,"1:38:30",2018-06-18 01:38:30,1.64166666666667,0,0
"99","265","shrub","pre","4.11.2017","13:26",0,"9",4,0,3,1,"NO","LS14.11.2017","other",3,3,"1:38:30",2018-06-18 01:38:30,1.64166666666667,1.82741116751269,1.82741116751269
"100","265","shrub","pre","4.11.2017","13:26",0,"9",4,0,3,1,"NO","LS14.11.2017","bombylid",0,0,"1:38:30",2018-06-18 01:38:30,1.64166666666667,0,0
"101","265","shrub","pre","4.11.2017","13:26",0,"9",4,0,3,1,"NO","LS14.11.2017","lep",0,0,"1:38:30",2018-06-18 01:38:30,1.64166666666667,0,0
"102","265","shrub","pre","4.11.2017","13:26",0,"9",4,0,3,1,"NO","LS14.11.2017","honeybee",0,0,"1:38:30",2018-06-18 01:38:30,1.64166666666667,0,0
"103","275","shrub","pre","4.11.2017","13:21",1,"8",0,0,3,0,"NO","LS24.11.2017","syrphid",3,3,"1:42:01",2018-06-18 01:42:01,1.70027777777778,1.76441757882699,1.76441757882699
"104","275","shrub","pre","4.11.2017","13:21",1,"8",0,0,3,0,"NO","LS24.11.2017","bee",1,1,"1:42:01",2018-06-18 01:42:01,1.70027777777778,0.58813919294233,0.58813919294233
"105","275","shrub","pre","4.11.2017","13:21",1,"8",0,0,3,0,"NO","LS24.11.2017","other",1,1,"1:42:01",2018-06-18 01:42:01,1.70027777777778,0.58813919294233,0.58813919294233
"106","275","shrub","pre","4.11.2017","13:21",1,"8",0,0,3,0,"NO","LS24.11.2017","bombylid",0,0,"1:42:01",2018-06-18 01:42:01,1.70027777777778,0,0
"107","275","shrub","pre","4.11.2017","13:21",1,"8",0,0,3,0,"NO","LS24.11.2017","lep",0,0,"1:42:01",2018-06-18 01:42:01,1.70027777777778,0,0
"108","275","shrub","pre","4.11.2017","13:21",1,"8",0,0,3,0,"NO","LS24.11.2017","honeybee",0,0,"1:42:01",2018-06-18 01:42:01,1.70027777777778,0,0
"109","289","shrub","pre","4.11.2017","13:16",0,"8",0,0,5,0,"ephedra","LS34.11.2017","syrphid",0,0,"0:31:34",2018-06-18 00:31:34,0.526111111111111,0,0
"110","289","shrub","pre","4.11.2017","13:16",0,"8",0,0,5,0,"ephedra","LS34.11.2017","bee",0,0,"0:31:34",2018-06-18 00:31:34,0.526111111111111,0,0
"111","289","shrub","pre","4.11.2017","13:16",0,"8",0,0,5,0,"ephedra","LS34.11.2017","other",0,0,"0:31:34",2018-06-18 00:31:34,0.526111111111111,0,0
"112","289","shrub","pre","4.11.2017","13:16",0,"8",0,0,5,0,"ephedra","LS34.11.2017","bombylid",0,0,"0:31:34",2018-06-18 00:31:34,0.526111111111111,0,0
"113","289","shrub","pre","4.11.2017","13:16",0,"8",0,0,5,0,"ephedra","LS34.11.2017","lep",0,0,"0:31:34",2018-06-18 00:31:34,0.526111111111111,0,0
"114","289","shrub","pre","4.11.2017","13:16",0,"8",0,0,5,0,"ephedra","LS34.11.2017","honeybee",1,1,"0:31:34",2018-06-18 00:31:34,0.526111111111111,1.90073917634636,1.90073917634636
"115","191","shrub","pre","4.11.2017","13:12",0,"10",0,0,4,0,"NO","LS44.11.2017","syrphid",2,2,"0:57:04",2018-06-18 00:57:04,0.951111111111111,2.10280373831776,2.10280373831776
"116","191","shrub","pre","4.11.2017","13:12",0,"10",0,0,4,0,"NO","LS44.11.2017","bee",0,0,"0:57:04",2018-06-18 00:57:04,0.951111111111111,0,0
"117","191","shrub","pre","4.11.2017","13:12",0,"10",0,0,4,0,"NO","LS44.11.2017","other",0,0,"0:57:04",2018-06-18 00:57:04,0.951111111111111,0,0
"118","191","shrub","pre","4.11.2017","13:12",0,"10",0,0,4,0,"NO","LS44.11.2017","bombylid",0,0,"0:57:04",2018-06-18 00:57:04,0.951111111111111,0,0
"119","191","shrub","pre","4.11.2017","13:12",0,"10",0,0,4,0,"NO","LS44.11.2017","lep",0,0,"0:57:04",2018-06-18 00:57:04,0.951111111111111,0,0
"120","191","shrub","pre","4.11.2017","13:12",0,"10",0,0,4,0,"NO","LS44.11.2017","honeybee",0,0,"0:57:04",2018-06-18 00:57:04,0.951111111111111,0,0
"121","194","shrub","pre","4.11.2017","13:00",0,"10",0,0,3,2,"NO","LS64.11.2017","syrphid",7,13,"1:08:22",2018-06-18 01:08:22,1.13944444444444,6.14334470989761,11.4090687469527
"122","194","shrub","pre","4.11.2017","13:00",0,"10",0,0,3,2,"NO","LS64.11.2017","bee",0,0,"1:08:22",2018-06-18 01:08:22,1.13944444444444,0,0
"123","194","shrub","pre","4.11.2017","13:00",0,"10",0,0,3,2,"NO","LS64.11.2017","other",0,0,"1:08:22",2018-06-18 01:08:22,1.13944444444444,0,0
"124","194","shrub","pre","4.11.2017","13:00",0,"10",0,0,3,2,"NO","LS64.11.2017","bombylid",0,0,"1:08:22",2018-06-18 01:08:22,1.13944444444444,0,0
"125","194","shrub","pre","4.11.2017","13:00",0,"10",0,0,3,2,"NO","LS64.11.2017","lep",0,0,"1:08:22",2018-06-18 01:08:22,1.13944444444444,0,0
"126","194","shrub","pre","4.11.2017","13:00",0,"10",0,0,3,2,"NO","LS64.11.2017","honeybee",0,0,"1:08:22",2018-06-18 01:08:22,1.13944444444444,0,0
"127","263","open","pre","4.12.2017","12:37",0,"7",0,0,2,0,"NO","LO14.12.2017","syrphid",7,17,"1:32:40",2018-06-18 01:32:40,1.54444444444444,4.53237410071942,11.0071942446043
"128","263","open","pre","4.12.2017","12:37",0,"7",0,0,2,0,"NO","LO14.12.2017","bee",0,0,"1:32:40",2018-06-18 01:32:40,1.54444444444444,0,0
"129","263","open","pre","4.12.2017","12:37",0,"7",0,0,2,0,"NO","LO14.12.2017","other",1,1,"1:32:40",2018-06-18 01:32:40,1.54444444444444,0.647482014388489,0.647482014388489
"130","263","open","pre","4.12.2017","12:37",0,"7",0,0,2,0,"NO","LO14.12.2017","bombylid",0,0,"1:32:40",2018-06-18 01:32:40,1.54444444444444,0,0
"131","263","open","pre","4.12.2017","12:37",0,"7",0,0,2,0,"NO","LO14.12.2017","lep",0,0,"1:32:40",2018-06-18 01:32:40,1.54444444444444,0,0
"132","263","open","pre","4.12.2017","12:37",0,"7",0,0,2,0,"NO","LO14.12.2017","honeybee",0,0,"1:32:40",2018-06-18 01:32:40,1.54444444444444,0,0
"133","272","open","pre","4.12.2017","12:42",0,"9",0,0,2,2,"NO","LO24.12.2017","syrphid",4,5,"1:28:50",2018-06-18 01:28:50,1.48055555555556,2.70168855534709,3.37711069418386
"134","272","open","pre","4.12.2017","12:42",0,"9",0,0,2,2,"NO","LO24.12.2017","bee",0,0,"1:28:50",2018-06-18 01:28:50,1.48055555555556,0,0
"135","272","open","pre","4.12.2017","12:42",0,"9",0,0,2,2,"NO","LO24.12.2017","other",0,0,"1:28:50",2018-06-18 01:28:50,1.48055555555556,0,0
"136","272","open","pre","4.12.2017","12:42",0,"9",0,0,2,2,"NO","LO24.12.2017","bombylid",0,0,"1:28:50",2018-06-18 01:28:50,1.48055555555556,0,0
"137","272","open","pre","4.12.2017","12:42",0,"9",0,0,2,2,"NO","LO24.12.2017","lep",0,0,"1:28:50",2018-06-18 01:28:50,1.48055555555556,0,0
"138","272","open","pre","4.12.2017","12:42",0,"9",0,0,2,2,"NO","LO24.12.2017","honeybee",0,0,"1:28:50",2018-06-18 01:28:50,1.48055555555556,0,0
"139","296","open","pre","4.12.2017","12:28",1,"6",0,0,1,0,"NO","LO34.12.2017","syrphid",5,12,"1:12:10",2018-06-18 01:12:10,1.20277777777778,4.15704387990762,9.97690531177829
"140","296","open","pre","4.12.2017","12:28",1,"6",0,0,1,0,"NO","LO34.12.2017","bee",0,0,"1:12:10",2018-06-18 01:12:10,1.20277777777778,0,0
"141","296","open","pre","4.12.2017","12:28",1,"6",0,0,1,0,"NO","LO34.12.2017","other",1,1,"1:12:10",2018-06-18 01:12:10,1.20277777777778,0.831408775981524,0.831408775981524
"142","296","open","pre","4.12.2017","12:28",1,"6",0,0,1,0,"NO","LO34.12.2017","bombylid",0,0,"1:12:10",2018-06-18 01:12:10,1.20277777777778,0,0
"143","296","open","pre","4.12.2017","12:28",1,"6",0,0,1,0,"NO","LO34.12.2017","lep",0,0,"1:12:10",2018-06-18 01:12:10,1.20277777777778,0,0
"144","296","open","pre","4.12.2017","12:28",1,"6",0,0,1,0,"NO","LO34.12.2017","honeybee",0,0,"1:12:10",2018-06-18 01:12:10,1.20277777777778,0,0
"145","190","open","pre","4.12.2017","12:33",0,"13",0,0,3,1,"NO","LO44.12.2017","syrphid",5,5,"1:05:33",2018-06-18 01:05:33,1.0925,4.5766590389016,4.5766590389016
"146","190","open","pre","4.12.2017","12:33",0,"13",0,0,3,1,"NO","LO44.12.2017","bee",1,3,"1:05:33",2018-06-18 01:05:33,1.0925,0.91533180778032,2.74599542334096
"147","190","open","pre","4.12.2017","12:33",0,"13",0,0,3,1,"NO","LO44.12.2017","other",0,0,"1:05:33",2018-06-18 01:05:33,1.0925,0,0
"148","190","open","pre","4.12.2017","12:33",0,"13",0,0,3,1,"NO","LO44.12.2017","bombylid",0,0,"1:05:33",2018-06-18 01:05:33,1.0925,0,0
"149","190","open","pre","4.12.2017","12:33",0,"13",0,0,3,1,"NO","LO44.12.2017","lep",0,0,"1:05:33",2018-06-18 01:05:33,1.0925,0,0
"150","190","open","pre","4.12.2017","12:33",0,"13",0,0,3,1,"NO","LO44.12.2017","honeybee",0,0,"1:05:33",2018-06-18 01:05:33,1.0925,0,0
"151","189","open","pre","4.12.2017","12:18",1,"15",0,0,2,1,"NO","LO54.12.2017","syrphid",8,14,"1:17:13",2018-06-18 01:17:13,1.28694444444444,6.21627455212605,10.8784804662206
"152","189","open","pre","4.12.2017","12:18",1,"15",0,0,2,1,"NO","LO54.12.2017","bee",0,0,"1:17:13",2018-06-18 01:17:13,1.28694444444444,0,0
