"","Recorder","Rep","plant.id","microsite","flowering","magnet.species","phyto.species","video.date","video.length","flower.fov","visitor.species","visitor.descript","visitor.rtu","visitor.behaviour","other.description","start.time","end.time","total.time","flowers.visits","unique.fl.visited","X","X.1","X.2","X.3","X.4","X.5","uniID","pos.total.time","dec.total.time","prop.fl.visited","prop.un.fl.visited"
"284","Jenna","LS6","197","shrub","bloom","larrea","malacothrix","4.22.2017","1:24:13",NA,"","","beetle?","","","0:00:00","0:04:33","0:04:33",1,1,NA,NA,NA,NA,NA,NA,"LS64.22.2017",2018-03-12 00:04:33,0.0758333333333333,NA,NA
"285","Jenna","LS6","197","shrub","bloom","larrea","malacothrix","4.22.2017","1:24:13",NA,"","","beetle?","","","0:40:42","0:41:00","0:00:18",1,1,NA,NA,NA,NA,NA,NA,"LS64.22.2017",2018-03-12 00:00:18,0.005,NA,NA
"286","Jenna","LS6","197","shrub","bloom","larrea","malacothrix","4.22.2017","1:24:13",NA,"","","beetle?","likely same invidiual as above","disappears out of sight","0:41:06","0:41:39","0:00:33",1,1,NA,NA,NA,NA,NA,NA,"LS64.22.2017",2018-03-12 00:00:33,0.00916666666666667,NA,NA
"287","Jenna","LS6","197","shrub","bloom","larrea","malacothrix","4.22.2017","1:24:13",NA,"","","beetle?","likely same invidiual as above","disappears out of sight","0:45:02","0:46:35","0:01:33",1,1,NA,NA,NA,NA,NA,NA,"LS64.22.2017",2018-03-12 00:01:33,0.0258333333333333,NA,NA
"288","Jenna","LS6","197","shrub","bloom","larrea","malacothrix","4.22.2017","1:24:13",NA,"","orange butterfly with black edges","lep","","","0:52:18","0:52:36","0:00:18",1,1,NA,NA,NA,NA,NA,NA,"LS64.22.2017",2018-03-12 00:00:18,0.005,NA,NA
"289","Jenna","LS6","197","shrub","bloom","larrea","malacothrix","4.22.2017","1:24:13",NA,"","","beetle?","likely same invidiual as above","disappears out of sight","1:17:45","1:17:56","0:00:11",1,1,NA,NA,NA,NA,NA,NA,"LS64.22.2017",2018-03-12 00:00:11,0.00305555555555556,NA,NA
"290","Jenna","LO1","263","open","pre","larrea","malacothrix","4.12.2017","1:32:40",NA,"","","syrphid","","","0:12:38","0:12:56","0:00:18",2,2,NA,NA,NA,NA,NA,NA,"LO14.12.2017",2018-03-12 00:00:18,0.005,NA,NA
"291","Jenna","LO1","263","open","pre","larrea","malacothrix","4.12.2017","1:32:40",NA,"","","syrphid","","","0:14:40","0:17:13","0:02:33",1,1,NA,NA,NA,NA,NA,NA,"LO14.12.2017",2018-03-12 00:02:33,0.0425,NA,NA
"292","Jenna","LO1","263","open","pre","larrea","malacothrix","4.12.2017","1:32:40",NA,"","","syrphid","","","0:33:09","0:33:21","0:00:12",1,1,NA,NA,NA,NA,NA,NA,"LO14.12.2017",2018-03-12 00:00:12,0.00333333333333333,NA,NA
"293","Jenna","LO1","263","open","pre","larrea","malacothrix","4.12.2017","1:32:40",NA,"","","syrphid","","","0:37:29","0:39:32","0:02:03",2,2,NA,NA,NA,NA,NA,NA,"LO14.12.2017",2018-03-12 00:02:03,0.0341666666666667,NA,NA
"294","Jenna","LO1","263","open","pre","larrea","malacothrix","4.12.2017","1:32:40",NA,"","","tiny black","outside of flower","","0:39:03","0:39:17","0:00:14",1,1,NA,NA,NA,NA,NA,NA,"LO14.12.2017",2018-03-12 00:00:14,0.00388888888888889,NA,NA
"295","Jenna","LO1","263","open","pre","larrea","malacothrix","4.12.2017","1:32:40",NA,"","","syrphid","","","0:42:12","0:42:32","0:00:20",3,3,NA,NA,NA,NA,NA,NA,"LO14.12.2017",2018-03-12 00:00:20,0.00555555555555556,NA,NA
"296","Jenna","LO1","263","open","pre","larrea","malacothrix","4.12.2017","1:32:40",NA,"","","syrphid","disturbed by individual below","","0:50:02","0:50:58","0:00:56",1,1,NA,NA,NA,NA,NA,NA,"LO14.12.2017",2018-03-12 00:00:56,0.0155555555555556,NA,NA
"297","Jenna","LO1","263","open","pre","larrea","malacothrix","4.12.2017","1:32:40",NA,"","","syrphid","perches on pot edge during foraging bout","","0:51:02","1:13:52","0:22:50",7,4,NA,NA,NA,NA,NA,NA,"LO14.12.2017",2018-03-12 00:22:50,0.380555555555556,NA,NA
"298","Jenna","LO1","263","open","pre","larrea","malacothrix","4.12.2017","1:32:40",NA,"","","small fly","crawls in and out of flower","","1:11:54","1:13:52","0:01:58",1,1,NA,NA,NA,NA,NA,NA,"LO14.12.2017",2018-03-12 00:01:58,0.0327777777777778,NA,NA
"299","Jenna","LO1","263","open","pre","larrea","malacothrix","4.12.2017","1:32:40",NA,"","","tiny black fly","","","1:14:51","1:17:58","0:03:07",1,1,NA,NA,NA,NA,NA,NA,"LO14.12.2017",2018-03-12 00:03:07,0.0519444444444444,NA,NA
"300","Jenna","LO2","272","open","pre","larrea","malacothrix","4.12.2017","1:28:50",10,"","","syrphid","","","0:07:53","0:08:01","0:00:08",1,1,NA,NA,NA,NA,NA,NA,"LO24.12.2017",2018-03-12 00:00:08,0.00222222222222222,0.1,0.1
"301","Jenna","LO2","272","open","pre","larrea","malacothrix","4.12.2017","1:28:50",10,"","","syrphid","may be same as above individual","don't see it fly away","0:08:16","0:08:20","0:00:04",2,2,NA,NA,NA,NA,NA,NA,"LO24.12.2017",2018-03-12 00:00:04,0.00111111111111111,0.2,0.2
"302","Jenna","LO2","272","open","pre","larrea","malacothrix","4.12.2017","1:28:50",10,"","","small black fly","","","0:09:46","0:09:49","0:00:03",1,1,NA,NA,NA,NA,NA,NA,"LO24.12.2017",2018-03-12 00:00:03,0.000833333333333333,0.1,0.1
"303","Jenna","LO2","272","open","pre","larrea","malacothrix","4.12.2017","1:28:50",10,"","","syrphid","","","0:10:04","0:10:06","0:00:02",1,1,NA,NA,NA,NA,NA,NA,"LO24.12.2017",2018-03-12 00:00:02,0.000555555555555556,0.1,0.1
"304","Jenna","LO2","272","open","pre","larrea","malacothrix","4.12.2017","1:28:50",10,"","","tiny black","crawls into flower","","0:39:55","0:40:08","0:00:13",1,1,NA,NA,NA,NA,NA,NA,"LO24.12.2017",2018-03-12 00:00:13,0.00361111111111111,0.1,0.1
"305","Jenna","LO2","272","open","pre","larrea","malacothrix","4.12.2017","1:28:50",10,"","","tiny black","crawls from inside to outside of flower","","1:00:50","1:02:39","0:01:49",1,1,NA,NA,NA,NA,NA,NA,"LO24.12.2017",2018-03-12 00:01:49,0.0302777777777778,0.1,0.1
"306","Jenna","LO3","296","open","pre","larrea","malacothrix","4.12.2017","1:12:10",NA,"","","syrphid","","","0:02:00","0:05:08","0:03:08",2,2,NA,NA,NA,NA,NA,NA,"LO34.12.2017",2018-03-12 00:03:08,0.0522222222222222,NA,NA
"307","Jenna","LO3","296","open","pre","larrea","malacothrix","4.12.2017","1:12:10",NA,"","","syrphid","","","0:02:47","0:05:12","0:02:25",1,1,NA,NA,NA,NA,NA,NA,"LO34.12.2017",2018-03-12 00:02:25,0.0402777777777778,NA,NA
"308","Jenna","LO3","296","open","pre","larrea","malacothrix","4.12.2017","1:12:10",NA,"","","beetle","","","0:11:00","0:15:58","0:04:58",1,1,NA,NA,NA,NA,NA,NA,"LO34.12.2017",2018-03-12 00:04:58,0.0827777777777778,NA,NA
"309","Jenna","LO3","296","open","pre","larrea","malacothrix","4.12.2017","1:12:10",NA,"","","syrphid","","","0:12:50","0:15:37","0:02:47",2,2,NA,NA,NA,NA,NA,NA,"LO34.12.2017",2018-03-12 00:02:47,0.0463888888888889,NA,NA
"310","Jenna","LO3","296","open","pre","larrea","malacothrix","4.12.2017","1:12:10",NA,"","","syrphid","","","0:18:55","0:24:48","0:05:53",5,4,NA,NA,NA,NA,NA,NA,"LO34.12.2017",2018-03-12 00:05:53,0.0980555555555556,NA,NA
"311","Jenna","LO3","296","open","pre","larrea","malacothrix","4.12.2017","1:12:10",NA,"","","syrphid","","","0:34:45","0:35:19","0:00:34",2,2,NA,NA,NA,NA,NA,NA,"LO34.12.2017",2018-03-12 00:00:34,0.00944444444444444,NA,NA
"312","Jenna","LO4","190","open","pre","larrea","malacothrix","4.12.2017","1:05:33",NA,"","","syrphid","","","0:05:31","0:09:20","0:03:49",1,1,NA,NA,NA,NA,NA,NA,"LO44.12.2017",2018-03-12 00:03:49,0.0636111111111111,NA,NA
"313","Jenna","LO4","190","open","pre","larrea","malacothrix","4.12.2017","1:05:33",NA,"","","syrphid","","","0:13:41","0:21:28","0:07:47",1,1,NA,NA,NA,NA,NA,NA,"LO44.12.2017",2018-03-12 00:07:47,0.129722222222222,NA,NA
"314","Jenna","LO4","190","open","pre","larrea","malacothrix","4.12.2017","1:05:33",NA,"","","syrphid","","","0:14:46","0:14:52","0:00:06",1,1,NA,NA,NA,NA,NA,NA,"LO44.12.2017",2018-03-12 00:00:06,0.00166666666666667,NA,NA
"315","Jenna","LO4","190","open","pre","larrea","malacothrix","4.12.2017","1:05:33",NA,"","","syrphid","outer part of flower","","0:23:48","0:23:49","0:00:01",1,1,NA,NA,NA,NA,NA,NA,"LO44.12.2017",2018-03-12 00:00:01,0.000277777777777778,NA,NA
"316","Jenna","LO4","190","open","pre","larrea","malacothrix","4.12.2017","1:05:33",NA,"","","syrphid","","","0:39:15","0:57:39","0:18:24",1,1,NA,NA,NA,NA,NA,NA,"LO44.12.2017",2018-03-12 00:18:24,0.306666666666667,NA,NA
"317","Jenna","LO4","190","open","pre","larrea","malacothrix","4.12.2017","1:05:33",NA,"","","halictus?","","","0:41:48","0:43:13","0:01:25",3,3,NA,NA,NA,NA,NA,NA,"LO44.12.2017",2018-03-12 00:01:25,0.0236111111111111,NA,NA
"318","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",NA,"","","syrphid","","","0:01:32","0:02:42","0:01:10",1,1,NA,NA,NA,NA,NA,NA,"LO54.12.2017",2018-03-12 00:01:10,0.0194444444444444,NA,NA
"319","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",NA,"","","syrphid","flower is facing away, don't see fly away","","0:11:50","0:12:05","0:00:15",1,1,NA,NA,NA,NA,NA,NA,"LO54.12.2017",2018-03-12 00:00:15,0.00416666666666667,NA,NA
"320","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",NA,"","","syrphid","touchdown","","0:13:40","0:13:41","0:00:01",1,1,NA,NA,NA,NA,NA,NA,"LO54.12.2017",2018-03-12 00:00:01,0.000277777777777778,NA,NA
"321","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",NA,"","","syrphid","","","0:20:36","0:21:10","0:00:34",3,3,NA,NA,NA,NA,NA,NA,"LO54.12.2017",2018-03-12 00:00:34,0.00944444444444444,NA,NA
"322","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",NA,"","","syrphid","","","0:30:18","0:37:03","0:06:45",2,2,NA,NA,NA,NA,NA,NA,"LO54.12.2017",2018-03-12 00:06:45,0.1125,NA,NA
"323","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",NA,"","","syrphid","don't see it fly away","","0:32:40","0:34:21","0:01:41",3,3,NA,NA,NA,NA,NA,NA,"LO54.12.2017",2018-03-12 00:01:41,0.0280555555555556,NA,NA
"324","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",NA,"","","syrphid","","","0:45:13","0:45:23","0:00:10",1,1,NA,NA,NA,NA,NA,NA,"LO54.12.2017",2018-03-12 00:00:10,0.00277777777777778,NA,NA
"325","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",NA,"","","beetle?","crawls from behind flower","","0:57:46","1:17:13","0:19:27",1,1,NA,NA,NA,NA,NA,NA,"LO54.12.2017",2018-03-12 00:19:27,0.324166666666667,NA,NA
"326","Jenna","LO5","189","open","pre","larrea","malacothrix","4.12.2017","1:17:13",NA,"","","syrphid","","","1:12:50","1:17:13","0:04:23",2,2,NA,NA,NA,NA,NA,NA,"LO54.12.2017",2018-03-12 00:04:23,0.0730555555555556,NA,NA
"327","Jenna","LO6","293","open","pre","larrea","malacothrix","4.12.2017","1:18:33",NA,"","","syrphid","","","0:07:03","0:08:09","0:01:06",1,1,NA,NA,NA,NA,NA,NA,"LO64.12.2017",2018-03-12 00:01:06,0.0183333333333333,NA,NA
"328","Jenna","LO6","293","open","pre","larrea","malacothrix","4.12.2017","1:18:33",NA,"","","syrphid","","","0:08:19","0:09:45","0:01:26",1,1,NA,NA,NA,NA,NA,NA,"LO64.12.2017",2018-03-12 00:01:26,0.0238888888888889,NA,NA
"329","Jenna","LO6","293","open","pre","larrea","malacothrix","4.12.2017","1:18:33",NA,"","","syrphid","outer part of flower","","0:17:27","0:17:28","0:00:01",1,1,NA,NA,NA,NA,NA,NA,"LO64.12.2017",2018-03-12 00:00:01,0.000277777777777778,NA,NA
"330","Jenna","LO6","293","open","pre","larrea","malacothrix","4.12.2017","1:18:33",NA,"","","syrphid","","","0:18:35","0:18:40","0:00:05",1,1,NA,NA,NA,NA,NA,NA,"LO64.12.2017",2018-03-12 00:00:05,0.00138888888888889,NA,NA
"331","Jenna","LS2","272","shrub","pre","larrea","malacothrix","4.12.2017","1:40:05",NA,"","","syrphid","","","0:10:32","0:10:38","0:00:06",2,2,NA,NA,NA,NA,NA,NA,"LS24.12.2017",2018-03-12 00:00:06,0.00166666666666667,NA,NA
"332","Jenna","LS2","272","shrub","pre","larrea","malacothrix","4.12.2017","1:40:05",NA,"","","syrphid","","","0:12:57","0:13:15","0:00:18",2,2,NA,NA,NA,NA,NA,NA,"LS24.12.2017",2018-03-12 00:00:18,0.005,NA,NA
"333","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",NA,"","","syrphid","","","0:03:10","0:05:00","0:01:50",1,1,NA,NA,NA,NA,NA,NA,"LS34.12.2017",2018-03-12 00:01:50,0.0305555555555556,NA,NA
"334","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",NA,"","","syrphid?","","","0:10:20","0:11:44","0:01:24",1,1,NA,NA,NA,NA,NA,NA,"LS34.12.2017",2018-03-12 00:01:24,0.0233333333333333,NA,NA
"335","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",NA,"","","syrphid?","disappears from sight","","0:13:36","0:18:40","0:05:04",1,1,NA,NA,NA,NA,NA,NA,"LS34.12.2017",2018-03-12 00:05:04,0.0844444444444444,NA,NA
"336","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",NA,"","","syrphid","","","0:21:40","0:22:13","0:00:33",2,2,NA,NA,NA,NA,NA,NA,"LS34.12.2017",2018-03-12 00:00:33,0.00916666666666667,NA,NA
"337","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",NA,"","sulphur","lep","","","0:31:08","0:31:28","0:00:20",1,1,NA,NA,NA,NA,NA,NA,"LS34.12.2017",2018-03-12 00:00:20,0.00555555555555556,NA,NA
"338","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",NA,"","","syrphid?","","","0:33:07","0:33:21","0:00:14",1,1,NA,NA,NA,NA,NA,NA,"LS34.12.2017",2018-03-12 00:00:14,0.00388888888888889,NA,NA
"339","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",NA,"","","syrphid","","","0:33:40","0:33:59","0:00:19",1,1,NA,NA,NA,NA,NA,NA,"LS34.12.2017",2018-03-12 00:00:19,0.00527777777777778,NA,NA
"340","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",NA,"","","syrphid","","","0:40:18","0:41:09","0:00:51",2,2,NA,NA,NA,NA,NA,NA,"LS34.12.2017",2018-03-12 00:00:51,0.0141666666666667,NA,NA
"341","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",NA,"","","syrphid","","","0:43:14","0:43:47","0:00:33",1,1,NA,NA,NA,NA,NA,NA,"LS34.12.2017",2018-03-12 00:00:33,0.00916666666666667,NA,NA
"342","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",NA,"","","syrphid","","","0:53:27","0:53:34","0:00:07",1,1,NA,NA,NA,NA,NA,NA,"LS34.12.2017",2018-03-12 00:00:07,0.00194444444444444,NA,NA
"343","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",NA,"","","honeybee?","flew from amsinckia","","0:59:56","1:00:13","0:00:17",1,1,NA,NA,NA,NA,NA,NA,"LS34.12.2017",2018-03-12 00:00:17,0.00472222222222222,NA,NA
"344","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",NA,"","","syrphid","","","1:05:40","1:05:41","0:00:01",1,1,NA,NA,NA,NA,NA,NA,"LS34.12.2017",2018-03-12 00:00:01,0.000277777777777778,NA,NA
"345","Jenna","LS3","296","shrub","pre","larrea","malacothrix","4.12.2017","1:07:06",NA,"","","syrphid","still on flower at end","","1:06:06","1:07:06","0:01:00",2,2,NA,NA,NA,NA,NA,NA,"LS34.12.2017",2018-03-12 00:01:00,0.0166666666666667,NA,NA
"346","Jenna","LS4","190","shrub","pre","larrea","malacothrix","4.12.2017","0:56:18",NA,"","","syrphid?","","","0:09:23","0:09:31","0:00:08",1,1,NA,NA,NA,NA,NA,NA,"LS44.12.2017",2018-03-12 00:00:08,0.00222222222222222,NA,NA
"347","Jenna","LS4","190","shrub","pre","larrea","malacothrix","4.12.2017","0:56:18",NA,"","","syrphid","","","0:14:18","0:14:34","0:00:16",1,1,NA,NA,NA,NA,NA,NA,"LS44.12.2017",2018-03-12 00:00:16,0.00444444444444444,NA,NA
"348","Jenna","LS4","190","shrub","pre","larrea","malacothrix","4.12.2017","0:56:18",NA,"","","syrphid","","","0:40:42","0:41:22","0:00:40",1,1,NA,NA,NA,NA,NA,NA,"LS44.12.2017",2018-03-12 00:00:40,0.0111111111111111,NA,NA
"349","Jenna","LS4","190","shrub","pre","larrea","malacothrix","4.12.2017","0:56:18",NA,"","","syrphid","","","0:49:46","0:50:17","0:00:31",3,3,NA,NA,NA,NA,NA,NA,"LS44.12.2017",2018-03-12 00:00:31,0.00861111111111111,NA,NA
"350","Jenna","LS4","190","shrub","pre","larrea","malacothrix","4.12.2017","0:56:18",NA,"","","syrphid","","","0:50:49","0:51:20","0:00:31",2,2,NA,NA,NA,NA,NA,NA,"LS44.12.2017",2018-03-12 00:00:31,0.00861111111111111,NA,NA
"351","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",NA,"","","fly","touchdown on outer portion of flower","","0:01:04","0:01:05","0:00:01",1,1,NA,NA,NA,NA,NA,NA,"LS54.12.2017",2018-03-12 00:00:01,0.000277777777777778,NA,NA
"352","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",NA,"","","syrphid","touchdown?","","0:10:00","0:10:01","0:00:01",1,1,NA,NA,NA,NA,NA,NA,"LS54.12.2017",2018-03-12 00:00:01,0.000277777777777778,NA,NA
"353","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",NA,"","","syrphid","","","0:10:02","0:10:34","0:00:32",1,1,NA,NA,NA,NA,NA,NA,"LS54.12.2017",2018-03-12 00:00:32,0.00888888888888889,NA,NA
"354","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",NA,"","","fly?","disappears","","0:10:45","0:20:09","0:09:24",1,1,NA,NA,NA,NA,NA,NA,"LS54.12.2017",2018-03-12 00:09:24,0.156666666666667,NA,NA
"355","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",NA,"","","syrphid","","","0:19:48","0:20:45","0:00:57",2,2,NA,NA,NA,NA,NA,NA,"LS54.12.2017",2018-03-12 00:00:57,0.0158333333333333,NA,NA
"356","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",NA,"","","syrphid","","","0:21:47","0:23:36","0:01:49",1,1,NA,NA,NA,NA,NA,NA,"LS54.12.2017",2018-03-12 00:01:49,0.0302777777777778,NA,NA
"357","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",NA,"","","syrphid","","","0:24:46","0:25:29","0:00:43",1,1,NA,NA,NA,NA,NA,NA,"LS54.12.2017",2018-03-12 00:00:43,0.0119444444444444,NA,NA
"358","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",NA,"","","syrphid","","","0:35:01","0:36:52","0:01:51",3,3,NA,NA,NA,NA,NA,NA,"LS54.12.2017",2018-03-12 00:01:51,0.0308333333333333,NA,NA
"359","Jenna","LS5","189","shrub","pre","larrea","malacothrix","4.12.2017","1:05:49",NA,"","","syrphid","","","1:03:14","1:04:26","0:01:12",1,1,NA,NA,NA,NA,NA,NA,"LS54.12.2017",2018-03-12 00:01:12,0.02,NA,NA
"360","Jenna","LS1","263","shrub","pre","larrea","malacothrix","4.12.2017","1:28:14",NA,"","","tiny black?","","","0:00:00","0:10:56","0:10:56",1,1,NA,NA,NA,NA,NA,NA,"LS14.12.2017",2018-03-12 00:10:56,0.182222222222222,NA,NA
"361","Jenna","LS1","263","shrub","pre","larrea","malacothrix","4.12.2017","1:28:14",NA,"","","small black","","","0:07:31","0:12:07","0:04:36",2,2,NA,NA,NA,NA,NA,NA,"LS14.12.2017",2018-03-12 00:04:36,0.0766666666666667,NA,NA
"362","Jenna","LS6","293","shrub","pre","larrea","malacothrix","4.12.2017","1:07:30",NA,"","","small black","","","0:47:17","1:00:10","0:12:53",1,1,NA,NA,NA,NA,NA,NA,"LS64.12.2017",2018-03-12 00:12:53,0.214722222222222,NA,NA
"363","Jenna","LS6","293","shrub","pre","larrea","malacothrix","4.12.2017","1:07:30",NA,"","","small black","","","1:01:42","1:02:15","0:00:33",1,1,NA,NA,NA,NA,NA,NA,"LS64.12.2017",2018-03-12 00:00:33,0.00916666666666667,NA,NA
"364","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","small black","disappears","","0:00:00","0:25:50","0:25:50",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:25:50,0.430555555555556,NA,NA
"365","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","tiny black","","","0:02:53","0:10:37","0:07:44",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:07:44,0.128888888888889,NA,NA
"366","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","tiny black, likely same as above","","","0:15:03","0:22:14","0:07:11",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:07:11,0.119722222222222,NA,NA
"367","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","syrphid","","","0:17:45","0:19:12","0:01:27",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:01:27,0.0241666666666667,NA,NA
"368","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","syrphid","","","0:18:24","0:18:44","0:00:20",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:00:20,0.00555555555555556,NA,NA
"369","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","tiny black","same as above","these 2 on same","0:23:07","0:40:06","0:16:59",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:16:59,0.283055555555556,NA,NA
"370","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","tiny black","disappear behind","these 2 on same","0:24:08","0:40:06","0:15:58",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:15:58,0.266111111111111,NA,NA
"371","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","tiny black","","these other 2 on same","0:28:56","0:37:14","0:08:18",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:08:18,0.138333333333333,NA,NA
"372","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","tiny black","","these other 2 on same","0:29:45","0:37:14","0:07:29",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:07:29,0.124722222222222,NA,NA
"373","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","tiny black","","","0:42:04","0:44:17","#REF!",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",NA,NA,NA,NA
"374","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","tiny black","","","0:42:10","0:44:05","0:02:01",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:02:01,0.0336111111111111,NA,NA
"375","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","tiny black","","","0:46:52","1:06:27","0:19:35",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:19:35,0.326388888888889,NA,NA
"376","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","beetle?","","","0:50:17","1:32:24","0:42:07",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:42:07,0.701944444444444,NA,NA
"377","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","tiny black","on same flower as 2 above","","1:01:05","1:06:27","0:04:55",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:04:55,0.0819444444444444,NA,NA
"378","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","tiny black","","","1:07:57","1:08:25","0:00:28",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:00:28,0.00777777777777778,NA,NA
"379","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","tiny black","","","1:10:28","1:32:24","0:21:56",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:21:56,0.365555555555556,NA,NA
"380","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","syrphid","","","1:14:19","1:14:47","0:00:28",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:00:28,0.00777777777777778,NA,NA
"381","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","syrphid","","","1:15:47","1:15:54","0:00:07",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:00:07,0.00194444444444444,NA,NA
"382","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","tiny black","","","1:22:26","1:30:06","0:07:40",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:07:40,0.127777777777778,NA,NA
"383","Jenna","LO1","262","open","pre","larrea","malacothrix","4.13.2017","1:32:24",NA,"","","syrphid","","","1:26:04","1:31:49","0:05:45",1,1,NA,NA,NA,NA,NA,NA,"LO14.13.2017",2018-03-12 00:05:45,0.0958333333333333,NA,NA
"384","Jenna","LO2","180","open","pre","larrea","malacothrix","4.13.2017","1:32:33",NA,"","","syrphid","","","0:16:54","0:17:24","0:00:30",1,1,NA,NA,NA,NA,NA,NA,"LO24.13.2017",2018-03-12 00:00:30,0.00833333333333333,NA,NA
